file_id,num_sent,word_count,count_the,count_this,count_that,count_these,count_those,count_a,count_an,count_one,freq_the,freq_this,freq_that,freq_these,freq_those,freq_a,freq_an,freq_one
pbio.0020047,39,816,59,6,16,4,0,25,0,1,0.07230392156862746,0.007352941176470588,0.0196078431372549,0.004901960784313725,0.0,0.030637254901960783,0.0,0.0012254901960784314
pbio.0020052,80,2112,115,16,43,1,3,43,6,6,0.054450757575757576,0.007575757575757576,0.020359848484848484,0.0004734848484848485,0.0014204545454545455,0.020359848484848484,0.002840909090909091,0.002840909090909091
pbio.0020053,124,2945,131,7,58,4,0,60,17,6,0.044482173174872665,0.0023769100169779285,0.01969439728353141,0.0013582342954159593,0.0,0.02037351443123939,0.005772495755517827,0.0020373514431239388
pbio.0020054,110,2825,143,7,42,5,5,49,4,5,0.05061946902654867,0.00247787610619469,0.014867256637168142,0.0017699115044247787,0.0017699115044247787,0.017345132743362832,0.001415929203539823,0.0017699115044247787
pbio.0020063,34,913,45,6,13,0,2,14,5,2,0.04928806133625411,0.0065717415115005475,0.014238773274917854,0.0,0.002190580503833516,0.01533406352683461,0.00547645125958379,0.002190580503833516
pbio.0020064,112,2390,127,10,41,13,1,49,9,10,0.05313807531380753,0.0041841004184100415,0.01715481171548117,0.005439330543933054,0.00041841004184100416,0.020502092050209204,0.0037656903765690376,0.0041841004184100415
pbio.0020067,79,1666,112,11,40,1,1,44,5,4,0.06722689075630252,0.006602641056422569,0.024009603841536616,0.0006002400960384153,0.0006002400960384153,0.026410564225690276,0.003001200480192077,0.0024009603841536613
pbio.0020068,102,2163,93,9,23,19,0,30,6,2,0.04299583911234397,0.004160887656033287,0.0106333795654184,0.00878409616273694,0.0,0.013869625520110958,0.0027739251040221915,0.0009246417013407304
pbio.0020071,37,976,55,5,16,2,5,23,8,3,0.05635245901639344,0.005122950819672131,0.01639344262295082,0.0020491803278688526,0.005122950819672131,0.0235655737704918,0.00819672131147541,0.0030737704918032786
pbio.0020073,59,1285,71,6,20,9,0,35,5,3,0.05525291828793774,0.004669260700389105,0.01556420233463035,0.007003891050583658,0.0,0.027237354085603113,0.0038910505836575876,0.0023346303501945525
pbio.0020100,46,1142,66,12,15,9,0,29,3,2,0.05779334500875657,0.010507880910683012,0.013134851138353765,0.00788091068301226,0.0,0.025394045534150613,0.002626970227670753,0.0017513134851138354
pbio.0020101,98,1899,95,19,21,0,3,34,4,5,0.050026329647182725,0.010005265929436546,0.011058451816745656,0.0,0.001579778830963665,0.01790416008425487,0.00210637177461822,0.0026329647182727752
pbio.0020105,33,1024,50,3,21,2,2,16,4,0,0.048828125,0.0029296875,0.0205078125,0.001953125,0.001953125,0.015625,0.00390625,0.0
pbio.0020112,42,1100,73,6,20,3,1,22,3,2,0.06636363636363636,0.005454545454545455,0.01818181818181818,0.0027272727272727275,0.0009090909090909091,0.02,0.0027272727272727275,0.0018181818181818182
pbio.0020113,125,2912,176,3,51,10,1,49,7,3,0.06043956043956044,0.0010302197802197802,0.017513736263736264,0.003434065934065934,0.00034340659340659343,0.016826923076923076,0.002403846153846154,0.0010302197802197802
pbio.0020116,58,1821,131,16,42,11,2,26,5,5,0.07193849533223504,0.008786381109280615,0.023064250411861616,0.0060406370126304225,0.001098297638660077,0.014277869302580999,0.0027457440966501922,0.0027457440966501922
pbio.0020121,95,2446,132,8,30,2,3,46,6,4,0.05396565821749796,0.003270645952575634,0.012264922322158627,0.0008176614881439084,0.0012264922322158627,0.018806214227309895,0.0024529844644317253,0.001635322976287817
pbio.0020125,91,2029,92,17,33,10,0,29,7,2,0.045342533267619514,0.008378511582060127,0.016264169541646133,0.0049285362247412515,0.0,0.01429275505174963,0.0034499753573188764,0.0009857072449482504
pbio.0020127,79,1839,126,18,31,3,1,34,7,2,0.06851549755301795,0.009787928221859706,0.016856987493202826,0.0016313213703099511,0.000543773790103317,0.018488308863512777,0.0038064165307232192,0.001087547580206634
pbio.0020133,123,1964,78,12,22,1,0,38,2,5,0.03971486761710794,0.006109979633401222,0.01120162932790224,0.0005091649694501018,0.0,0.019348268839103868,0.0010183299389002036,0.0025458248472505093
pbio.0020140,65,1773,100,12,35,10,0,34,5,5,0.05640157924421884,0.00676818950930626,0.019740552735476594,0.0056401579244218835,0.0,0.019176536943034405,0.0028200789622109417,0.0028200789622109417
pbio.0020145,101,2500,121,19,28,7,4,26,10,5,0.0484,0.0076,0.0112,0.0028,0.0016,0.0104,0.004,0.002
pbio.0020146,117,2603,201,25,37,15,3,45,6,6,0.07721859393008068,0.009604302727621975,0.014214368036880523,0.005762581636573185,0.001152516327314637,0.017287744909719554,0.002305032654629274,0.002305032654629274
pbio.0020147,37,1043,75,5,27,1,0,23,6,3,0.07190795781399809,0.004793863854266539,0.02588686481303931,0.0009587727708533077,0.0,0.02205177372962608,0.005752636625119847,0.0028763183125599234
pbio.0020148,108,2610,136,20,33,12,3,43,7,6,0.05210727969348659,0.007662835249042145,0.01264367816091954,0.004597701149425287,0.0011494252873563218,0.016475095785440614,0.0026819923371647508,0.0022988505747126436
pbio.0020150,79,2410,147,10,28,10,4,65,20,11,0.06099585062240664,0.004149377593360996,0.011618257261410789,0.004149377593360996,0.0016597510373443983,0.026970954356846474,0.008298755186721992,0.004564315352697096
pbio.0020156,36,1319,68,5,28,0,6,26,8,1,0.05155420773313116,0.0037907505686125853,0.02122820318423048,0.0,0.004548900682335102,0.019711902956785442,0.006065200909780136,0.000758150113722517
pbio.0020161,98,3082,237,14,47,1,1,61,25,6,0.07689811810512655,0.004542504866969501,0.015249837767683322,0.0003244646333549643,0.0003244646333549643,0.019792342634652824,0.008111615833874108,0.001946787800129786
pbio.0020164,93,2462,126,20,49,5,5,70,11,16,0.05117790414297319,0.008123476848090982,0.019902518277822908,0.0020308692120227455,0.0020308692120227455,0.02843216896831844,0.004467912266450041,0.006498781478472786
pbio.0020169,95,1967,150,14,27,3,0,42,7,2,0.0762582613116421,0.0071174377224199285,0.013726487036095577,0.001525165226232842,0.0,0.021352313167259787,0.0035587188612099642,0.0010167768174885613
pbio.0020172,60,1502,93,11,22,2,2,26,6,6,0.061917443408788284,0.007323568575233023,0.014647137150466045,0.0013315579227696406,0.0013315579227696406,0.017310252996005325,0.0039946737683089215,0.0039946737683089215
pbio.0020183,89,2018,94,12,33,6,1,53,4,16,0.04658077304261645,0.005946481665014866,0.01635282457879088,0.002973240832507433,0.0004955401387512388,0.02626362735381566,0.0019821605550049554,0.007928642220019821
pbio.0020187,60,1783,83,16,37,6,5,30,4,6,0.04655075715086932,0.0089736399326977,0.02075154234436343,0.0033651149747616375,0.0028042624789680315,0.01682557487380819,0.002243409983174425,0.0033651149747616375
pbio.0020190,84,2071,98,18,51,10,5,34,5,9,0.04732013520038629,0.008691453404152583,0.024625784645098986,0.004828585224529213,0.0024142926122646064,0.016417189763399325,0.0024142926122646064,0.0043457267020762915
pbio.0020206,118,2570,141,22,37,11,2,65,7,11,0.054863813229571984,0.008560311284046693,0.014396887159533073,0.004280155642023347,0.0007782101167315176,0.02529182879377432,0.002723735408560311,0.004280155642023347
pbio.0020213,119,2667,148,21,46,13,1,47,11,8,0.05549306336707911,0.007874015748031496,0.01724784401949756,0.004874390701162355,0.0003749531308586427,0.017622797150356206,0.004124484439445069,0.0029996250468691415
pbio.0020214,95,2300,124,19,19,5,1,43,6,7,0.05391304347826087,0.00826086956521739,0.00826086956521739,0.002173913043478261,0.0004347826086956522,0.018695652173913044,0.0026086956521739132,0.003043478260869565
pbio.0020215,56,1369,69,4,21,7,0,27,0,5,0.050401753104455806,0.0029218407596785976,0.015339663988312637,0.005113221329437546,0.0,0.019722425127830533,0.0,0.003652300949598247
pbio.0020216,77,1677,119,18,34,2,1,30,9,2,0.07096004770423375,0.01073345259391771,0.020274299344066785,0.0011926058437686344,0.0005963029218843172,0.017889087656529516,0.005366726296958855,0.0011926058437686344
pbio.0020223,49,1352,66,9,24,4,0,35,6,1,0.04881656804733728,0.006656804733727811,0.01775147928994083,0.0029585798816568047,0.0,0.025887573964497042,0.004437869822485207,0.0007396449704142012
pbio.0020224,65,1403,106,6,22,7,2,32,14,1,0.07555238774055595,0.0042765502494654314,0.015680684248039915,0.004989308624376337,0.0014255167498218105,0.022808267997148968,0.009978617248752673,0.0007127583749109052
pbio.0020228,56,1723,98,4,39,1,4,31,9,6,0.056877539175856064,0.0023215322112594312,0.022634939059779455,0.0005803830528148578,0.0023215322112594312,0.017991874637260593,0.00522344747533372,0.003482298316889147
pbio.0020232,89,2011,87,21,31,13,1,34,7,1,0.043262058677274985,0.0104425658876181,0.015415216310293387,0.006464445549477871,0.0004972650422675286,0.016907011437095974,0.0034808552958727,0.0004972650422675286
pbio.0020241,90,2068,119,21,29,9,3,51,8,4,0.05754352030947776,0.010154738878143133,0.01402321083172147,0.004352030947775629,0.0014506769825918763,0.024661508704061894,0.0038684719535783366,0.0019342359767891683
pbio.0020262,43,1130,71,5,8,4,1,30,8,1,0.06283185840707965,0.004424778761061947,0.007079646017699115,0.0035398230088495575,0.0008849557522123894,0.02654867256637168,0.007079646017699115,0.0008849557522123894
pbio.0020263,44,1131,66,5,16,2,2,26,7,4,0.058355437665782495,0.004420866489832007,0.014146772767462422,0.0017683465959328027,0.0017683465959328027,0.022988505747126436,0.00618921308576481,0.0035366931918656055
pbio.0020267,96,2859,137,11,55,9,6,54,13,8,0.047918852745715286,0.0038474991255683807,0.019237495627841904,0.0031479538300104933,0.002098635886673662,0.01888772298006296,0.004547044421126268,0.0027981811822315496
pbio.0020272,51,1243,56,6,18,3,1,21,9,4,0.04505229283990346,0.004827031375703942,0.014481094127111826,0.002413515687851971,0.0008045052292839903,0.016894609814963796,0.007240547063555913,0.003218020917135961
pbio.0020276,74,1635,107,6,16,3,1,26,4,1,0.0654434250764526,0.003669724770642202,0.009785932721712538,0.001834862385321101,0.0006116207951070336,0.015902140672782873,0.0024464831804281344,0.0006116207951070336
pbio.0020297,55,1412,89,12,30,5,0,45,8,4,0.06303116147308782,0.0084985835694051,0.021246458923512748,0.0035410764872521247,0.0,0.03186968838526912,0.0056657223796034,0.0028328611898017
pbio.0020302,116,2312,152,20,41,3,1,48,6,8,0.0657439446366782,0.00865051903114187,0.01773356401384083,0.0012975778546712802,0.00043252595155709344,0.020761245674740483,0.0025951557093425604,0.0034602076124567475
pbio.0020306,86,2100,108,10,23,8,2,48,5,2,0.05142857142857143,0.004761904761904762,0.010952380952380953,0.0038095238095238095,0.0009523809523809524,0.022857142857142857,0.002380952380952381,0.0009523809523809524
pbio.0020307,64,1585,83,15,38,4,3,22,8,4,0.05236593059936909,0.00946372239747634,0.023974763406940065,0.002523659305993691,0.0018927444794952682,0.0138801261829653,0.005047318611987382,0.002523659305993691
pbio.0020310,88,1998,101,14,27,8,4,30,15,7,0.05055055055055055,0.007007007007007007,0.013513513513513514,0.004004004004004004,0.002002002002002002,0.015015015015015015,0.0075075075075075074,0.0035035035035035035
pbio.0020311,87,1767,113,10,26,14,0,27,7,3,0.06395019807583475,0.005659309564233163,0.014714204867006225,0.00792303338992643,0.0,0.015280135823429542,0.003961516694963215,0.001697792869269949
pbio.0020337,62,1696,124,6,39,2,1,48,9,5,0.07311320754716981,0.003537735849056604,0.022995283018867923,0.0011792452830188679,0.0005896226415094339,0.02830188679245283,0.005306603773584905,0.00294811320754717
pbio.0020346,49,1189,93,7,15,5,0,21,4,10,0.0782169890664424,0.005887300252312868,0.012615643397813289,0.004205214465937763,0.0,0.017661900756938603,0.00336417157275021,0.008410428931875526
pbio.0020347,139,3220,187,19,62,7,4,72,11,3,0.058074534161490686,0.005900621118012423,0.019254658385093167,0.002173913043478261,0.0012422360248447205,0.02236024844720497,0.0034161490683229812,0.0009316770186335404
pbio.0020348,107,2061,118,5,17,9,0,31,9,0,0.05725376031052887,0.0024260067928190197,0.008248423095584668,0.004366812227074236,0.0,0.015041242115477924,0.004366812227074236,0.0
pbio.0020350,114,2594,127,14,35,5,1,31,11,9,0.048959136468774096,0.005397070161912105,0.013492675404780262,0.0019275250578257518,0.00038550501156515033,0.011950655358519661,0.004240555127216654,0.003469545104086353
pbio.0020353,24,821,52,5,12,0,0,18,1,1,0.06333739342265529,0.0060901339829476245,0.014616321559074299,0.0,0.0,0.02192448233861145,0.001218026796589525,0.001218026796589525
pbio.0020354,87,2069,64,10,26,7,3,39,7,4,0.030932817786370227,0.004833252779120348,0.012566457225712905,0.0033832769453842437,0.0014499758337361043,0.018849685838569358,0.0033832769453842437,0.0019333011116481392
pbio.0020394,109,2457,166,30,32,5,1,59,8,8,0.06756206756206756,0.01221001221001221,0.013024013024013023,0.002035002035002035,0.000407000407000407,0.024013024013024013,0.003256003256003256,0.003256003256003256
pbio.0020400,105,2269,149,11,42,8,0,42,14,2,0.06566769501983252,0.004847950639048039,0.01851035698545615,0.0035257822829440283,0.0,0.01851035698545615,0.00617011899515205,0.0008814455707360071
pbio.0020401,99,1900,95,20,50,16,3,27,9,5,0.05,0.010526315789473684,0.02631578947368421,0.008421052631578947,0.0015789473684210526,0.014210526315789474,0.004736842105263158,0.002631578947368421
pbio.0020404,105,2303,100,7,53,13,2,42,13,5,0.04342162396873643,0.00303951367781155,0.02301346070343031,0.005644811115935736,0.0008684324793747286,0.0182370820668693,0.005644811115935736,0.0021710811984368217
pbio.0020406,131,3132,188,17,39,17,6,42,1,6,0.06002554278416347,0.005427841634738187,0.012452107279693486,0.005427841634738187,0.0019157088122605363,0.013409961685823755,0.00031928480204342275,0.0019157088122605363
pbio.0020419,122,2395,136,9,26,4,5,44,11,5,0.056784968684759914,0.0037578288100208767,0.010855949895615866,0.0016701461377870565,0.0020876826722338203,0.01837160751565762,0.004592901878914405,0.0020876826722338203
pbio.0020420,92,1870,97,16,28,18,0,30,3,5,0.051871657754010696,0.008556149732620321,0.014973262032085561,0.009625668449197862,0.0,0.016042780748663103,0.0016042780748663102,0.00267379679144385
pbio.0020430,43,977,67,3,11,4,1,28,7,2,0.06857727737973388,0.0030706243602865915,0.011258955987717503,0.0040941658137154556,0.0010235414534288639,0.028659160696008188,0.007164790174002047,0.0020470829068577278
pbio.0020431,101,1487,89,9,11,5,2,19,2,7,0.05985205110961668,0.00605245460659045,0.007397444519166106,0.0033624747814391394,0.0013449899125756557,0.012777404169468728,0.0013449899125756557,0.004707464694014795
pbio.0020439,166,3630,281,10,33,7,4,72,10,5,0.07741046831955922,0.0027548209366391185,0.00909090909090909,0.001928374655647383,0.0011019283746556473,0.019834710743801654,0.0027548209366391185,0.0013774104683195593
pbio.0020440,116,2873,175,8,49,5,3,80,14,13,0.06091193873999304,0.0027845457709711106,0.017055342847198052,0.001740341106856944,0.0010442046641141664,0.027845457709711103,0.004872955099199443,0.004524886877828055
pbio.0030021,75,1703,99,13,34,6,1,38,6,1,0.05813270698766882,0.007633587786259542,0.01996476805637111,0.0035231943628890195,0.0005871990604815032,0.022313564298297124,0.0035231943628890195,0.0005871990604815032
pbio.0030024,87,1874,111,4,18,0,4,49,10,9,0.059231590181430094,0.0021344717182497333,0.0096051227321238,0.0,0.0021344717182497333,0.026147278548559232,0.005336179295624333,0.0048025613660619
pbio.0030032,57,1654,80,5,7,3,0,26,8,3,0.04836759371221282,0.003022974607013301,0.004232164449818622,0.0018137847642079807,0.0,0.015719467956469165,0.0048367593712212815,0.0018137847642079807
pbio.0030050,90,2388,103,9,43,11,5,36,10,8,0.04313232830820771,0.0037688442211055275,0.018006700167504188,0.0046063651591289785,0.0020938023450586263,0.01507537688442211,0.0041876046901172526,0.0033500837520938024
pbio.0030051,53,1454,97,2,27,7,2,39,5,3,0.06671251719394773,0.001375515818431912,0.018569463548830812,0.004814305364511692,0.001375515818431912,0.026822558459422285,0.0034387895460797797,0.0020632737276478678
pbio.0030056,87,2185,129,18,47,6,0,51,13,3,0.059038901601830666,0.008237986270022883,0.021510297482837528,0.002745995423340961,0.0,0.02334096109839817,0.005949656750572082,0.0013729977116704805
pbio.0030062,81,2453,86,10,58,10,0,45,6,9,0.03505911129229515,0.0040766408479412965,0.023644516918059518,0.0040766408479412965,0.0,0.018344883815735832,0.0024459845087647777,0.0036689767631471666
pbio.0030065,86,1945,102,7,15,7,2,47,9,0,0.05244215938303342,0.0035989717223650387,0.007712082262210797,0.0035989717223650387,0.0010282776349614395,0.02416452442159383,0.004627249357326478,0.0
pbio.0030076,81,1666,121,15,16,7,1,20,1,3,0.07262905162064826,0.00900360144057623,0.009603841536614645,0.004201680672268907,0.0006002400960384153,0.012004801920768308,0.0006002400960384153,0.001800720288115246
pbio.0030094,74,1821,104,12,37,4,0,29,4,4,0.057111477210323995,0.006589785831960461,0.020318506315211423,0.002196595277320154,0.0,0.015925315760571115,0.002196595277320154,0.002196595277320154
pbio.0030097,53,1722,143,18,31,4,3,38,14,8,0.08304297328687572,0.010452961672473868,0.018002322880371662,0.0023228803716608595,0.0017421602787456446,0.022067363530778164,0.008130081300813009,0.004645760743321719
pbio.0030102,83,1919,113,12,11,5,0,29,9,3,0.058884835852006254,0.006253256904637832,0.005732152162584679,0.0026055237102657635,0.0,0.015112037519541427,0.004689942678478374,0.001563314226159458
pbio.0030105,36,959,74,5,11,3,0,16,8,2,0.07716371220020855,0.005213764337851929,0.011470281543274244,0.0031282586027111575,0.0,0.016684045881126174,0.008342022940563087,0.0020855057351407717
pbio.0030127,90,2460,153,12,27,6,0,43,8,5,0.06219512195121951,0.004878048780487805,0.01097560975609756,0.0024390243902439024,0.0,0.017479674796747967,0.0032520325203252032,0.0020325203252032522
pbio.0030129,34,873,69,4,11,5,0,18,5,2,0.07903780068728522,0.004581901489117984,0.012600229095074456,0.0057273768613974796,0.0,0.020618556701030927,0.0057273768613974796,0.002290950744558992
pbio.0030131,42,1384,93,11,29,14,0,35,6,4,0.06719653179190752,0.007947976878612716,0.020953757225433526,0.010115606936416185,0.0,0.025289017341040464,0.004335260115606936,0.002890173410404624
pbio.0030136,52,1553,137,10,21,2,0,35,10,7,0.08821635544108178,0.00643915003219575,0.013522215067611075,0.00128783000643915,0.0,0.022537025112685124,0.00643915003219575,0.004507405022537025
pbio.0030137,107,2897,183,14,42,11,6,68,9,8,0.06316879530548844,0.004832585433206766,0.014497756299620296,0.0037970314118053157,0.0020711080428028996,0.02347255781843286,0.0031066620642043494,0.002761477390403866
pmed.0010008,108,3327,116,14,41,15,1,27,5,2,0.03486624586714758,0.004207995190862639,0.0123234144875263,0.004508566275924256,0.00030057108506161706,0.008115419296663661,0.0015028554253080854,0.0006011421701232341
pmed.0010010,80,1881,87,12,33,4,3,30,6,6,0.046251993620414676,0.006379585326953748,0.017543859649122806,0.002126528442317916,0.001594896331738437,0.01594896331738437,0.003189792663476874,0.003189792663476874
pmed.0010013,61,1502,84,7,14,4,3,29,8,6,0.0559254327563249,0.004660452729693742,0.009320905459387484,0.002663115845539281,0.0019973368841544607,0.019307589880159785,0.005326231691078562,0.0039946737683089215
pmed.0010021,85,1741,109,15,35,3,2,36,11,5,0.06260769672601953,0.00861573808156232,0.020103388856978748,0.0017231476163124641,0.0011487650775416428,0.02067777139574957,0.006318207926479035,0.002871912693854107
pmed.0010022,40,871,47,3,9,0,1,18,9,2,0.0539609644087256,0.003444316877152698,0.010332950631458095,0.0,0.001148105625717566,0.02066590126291619,0.010332950631458095,0.002296211251435132
pmed.0010023,20,522,20,3,11,4,1,8,2,2,0.038314176245210725,0.005747126436781609,0.0210727969348659,0.007662835249042145,0.0019157088122605363,0.01532567049808429,0.0038314176245210726,0.0038314176245210726
pmed.0010024,19,489,20,2,9,2,1,8,1,1,0.0408997955010225,0.00408997955010225,0.018404907975460124,0.00408997955010225,0.002044989775051125,0.016359918200409,0.002044989775051125,0.002044989775051125
pmed.0010025,13,379,14,1,10,1,1,4,3,0,0.036939313984168866,0.002638522427440633,0.026385224274406333,0.002638522427440633,0.002638522427440633,0.010554089709762533,0.0079155672823219,0.0
pmed.0010026,32,883,59,2,11,7,4,12,3,1,0.06681766704416761,0.0022650056625141564,0.01245753114382786,0.007927519818799546,0.004530011325028313,0.013590033975084938,0.0033975084937712344,0.0011325028312570782
pmed.0010028,197,5254,179,16,39,29,2,54,24,8,0.03406928054815379,0.0030452988199467074,0.0074229158736200986,0.005519604111153407,0.00038066235249333843,0.010277883517320136,0.004567948229920061,0.0015226494099733537
pmed.0010029,14,412,22,3,7,1,1,10,0,2,0.05339805825242718,0.007281553398058253,0.01699029126213592,0.0024271844660194173,0.0024271844660194173,0.024271844660194174,0.0,0.0048543689320388345
pmed.0010030,15,413,26,1,9,1,0,4,1,1,0.06295399515738499,0.002421307506053269,0.021791767554479417,0.002421307506053269,0.0,0.009685230024213076,0.002421307506053269,0.002421307506053269
pmed.0010034,40,1110,63,2,17,7,1,23,4,2,0.05675675675675676,0.0018018018018018018,0.015315315315315315,0.006306306306306306,0.0009009009009009009,0.02072072072072072,0.0036036036036036037,0.0018018018018018018
pmed.0010036,155,4814,239,21,22,18,2,69,13,10,0.04964686331533029,0.0043622766929788115,0.004570004154549232,0.003739094308267553,0.0004154549231408392,0.014333194848358953,0.002700457000415455,0.002077274615704196
pmed.0010039,87,1976,125,6,42,9,6,33,8,1,0.06325910931174089,0.003036437246963563,0.02125506072874494,0.004554655870445344,0.003036437246963563,0.016700404858299597,0.004048582995951417,0.0005060728744939271
pmed.0010041,39,1037,45,10,19,4,1,20,7,3,0.04339440694310511,0.009643201542912247,0.01832208293153327,0.003857280617164899,0.0009643201542912247,0.019286403085824494,0.006750241080038573,0.0028929604628736743
pmed.0010042,52,1431,102,2,23,1,1,26,9,2,0.07127882599580712,0.001397624039133473,0.01607267645003494,0.0006988120195667365,0.0006988120195667365,0.01816911250873515,0.006289308176100629,0.001397624039133473
pmed.0010045,129,3049,93,8,28,5,2,40,9,2,0.03050180387012135,0.0026238110856018366,0.009183338799606429,0.0016398819285011479,0.0006559527714004591,0.013119055428009183,0.0029517874713020664,0.0006559527714004591
pmed.0010046,36,890,50,7,18,0,0,31,6,2,0.056179775280898875,0.007865168539325843,0.020224719101123594,0.0,0.0,0.0348314606741573,0.006741573033707865,0.0022471910112359553
pmed.0010047,18,579,40,6,8,1,0,14,2,2,0.0690846286701209,0.010362694300518135,0.013816925734024179,0.0017271157167530224,0.0,0.024179620034542316,0.0034542314335060447,0.0034542314335060447
pmed.0010048,21,646,39,5,13,0,0,9,1,3,0.06037151702786378,0.007739938080495356,0.020123839009287926,0.0,0.0,0.01393188854489164,0.0015479876160990713,0.0046439628482972135
pmed.0010049,18,534,27,4,11,2,0,5,1,2,0.05056179775280899,0.00749063670411985,0.020599250936329586,0.003745318352059925,0.0,0.009363295880149813,0.0018726591760299626,0.003745318352059925
pmed.0010050,16,475,24,1,11,1,0,11,2,0,0.05052631578947368,0.002105263157894737,0.023157894736842106,0.002105263157894737,0.0,0.023157894736842106,0.004210526315789474,0.0
pmed.0010051,56,1203,42,4,2,2,0,18,3,0,0.034912718204488775,0.0033250207813798837,0.0016625103906899418,0.0016625103906899418,0.0,0.014962593516209476,0.0024937655860349127,0.0
pmed.0010052,103,2229,82,11,51,8,5,37,8,2,0.036787797218483624,0.00493494840735756,0.02288021534320323,0.003589053387169134,0.0022431583669807087,0.016599371915657246,0.003589053387169134,0.0008972633467922835
pmed.0010056,126,2066,85,12,25,5,0,33,5,3,0.04114230396902226,0.005808325266214908,0.012100677637947725,0.002420135527589545,0.0,0.015972894482090997,0.002420135527589545,0.001452081316553727
pmed.0010058,83,2128,114,4,22,2,4,38,7,3,0.05357142857142857,0.0018796992481203006,0.010338345864661654,0.0009398496240601503,0.0018796992481203006,0.017857142857142856,0.003289473684210526,0.0014097744360902255
pmed.0010060,64,1676,125,8,30,6,2,30,5,5,0.07458233890214797,0.00477326968973747,0.017899761336515514,0.003579952267303103,0.0011933174224343676,0.017899761336515514,0.0029832935560859188,0.0029832935560859188
pmed.0010061,42,983,46,5,20,5,0,14,8,1,0.04679552390640895,0.00508646998982706,0.02034587995930824,0.00508646998982706,0.0,0.014242115971515769,0.008138351983723296,0.001017293997965412
pmed.0010062,173,3709,127,11,21,13,2,64,15,2,0.03424103531949312,0.0029657589646805067,0.0056619034780264225,0.00350498786734969,0.0005392289026691831,0.01725532488541386,0.004044216770018873,0.0005392289026691831
pmed.0010064,111,4108,163,12,18,6,1,66,14,5,0.03967867575462512,0.0029211295034079843,0.004381694255111977,0.0014605647517039922,0.00024342745861733204,0.016066212268743916,0.0034079844206426485,0.0012171372930866603
pmed.0010066,137,3123,126,8,16,6,1,48,4,3,0.040345821325648415,0.002561639449247518,0.005123278898495036,0.0019212295869356388,0.0003202049311559398,0.01536983669548511,0.001280819724623759,0.0009606147934678194
pmed.0010067,14,344,19,3,1,2,0,10,2,2,0.055232558139534885,0.00872093023255814,0.0029069767441860465,0.005813953488372093,0.0,0.029069767441860465,0.005813953488372093,0.005813953488372093
pmed.0010068,15,389,14,2,5,1,0,10,2,0,0.03598971722365039,0.005141388174807198,0.012853470437017995,0.002570694087403599,0.0,0.02570694087403599,0.005141388174807198,0.0
pmed.0010069,18,546,35,3,10,3,1,8,2,1,0.0641025641025641,0.005494505494505495,0.018315018315018316,0.005494505494505495,0.0018315018315018315,0.014652014652014652,0.003663003663003663,0.0018315018315018315
pmed.0010070,16,549,27,1,8,3,0,8,0,0,0.04918032786885246,0.0018214936247723133,0.014571948998178506,0.00546448087431694,0.0,0.014571948998178506,0.0,0.0
