file_id,score_level,num_sent,word_count,average_sent_length,count_the,count_this,count_that,count_these,count_those,count_a,count_an,count_one,freq_the,freq_this,freq_that,freq_these,freq_those,freq_a,freq_an,freq_one
1025673,medium,18,303,0.0594059405940594,20,0,5,0,0,8,0,1,0.066006600660066,0.0,0.0165016501650165,0.0,0.0,0.026402640264026403,0.0,0.0033003300330033004
1026061,medium,15,191,0.07853403141361257,4,1,2,0,0,5,0,0,0.020942408376963352,0.005235602094240838,0.010471204188481676,0.0,0.0,0.02617801047120419,0.0,0.0
1026756,low,9,204,0.04411764705882353,16,1,2,0,0,1,0,0,0.0784313725490196,0.004901960784313725,0.00980392156862745,0.0,0.0,0.004901960784313725,0.0,0.0
102695,low,12,184,0.06521739130434782,10,0,3,1,0,6,0,1,0.05434782608695652,0.0,0.016304347826086956,0.005434782608695652,0.0,0.03260869565217391,0.0,0.005434782608695652
1027345,medium,16,251,0.06374501992031872,5,4,4,0,0,2,0,0,0.0199203187250996,0.01593625498007968,0.01593625498007968,0.0,0.0,0.00796812749003984,0.0,0.0
1027540,medium,11,249,0.04417670682730924,20,2,2,1,1,5,0,1,0.08032128514056225,0.008032128514056224,0.008032128514056224,0.004016064257028112,0.004016064257028112,0.020080321285140562,0.0,0.004016064257028112
1031293,medium,17,293,0.05802047781569966,13,3,6,2,3,4,0,0,0.04436860068259386,0.010238907849829351,0.020477815699658702,0.006825938566552901,0.010238907849829351,0.013651877133105802,0.0,0.0
1033374,high,21,299,0.07023411371237458,24,3,2,5,0,5,0,1,0.0802675585284281,0.010033444816053512,0.006688963210702341,0.016722408026755852,0.0,0.016722408026755852,0.0,0.0033444816053511705
103424,high,28,388,0.07216494845360824,6,2,7,0,0,9,2,0,0.015463917525773196,0.005154639175257732,0.01804123711340206,0.0,0.0,0.023195876288659795,0.005154639175257732,0.0
103545,high,30,397,0.07556675062972293,31,1,1,2,0,11,2,1,0.07808564231738035,0.0025188916876574307,0.0025188916876574307,0.005037783375314861,0.0,0.027707808564231738,0.005037783375314861,0.0025188916876574307
1035814,medium,28,432,0.06481481481481481,32,1,8,0,0,10,0,1,0.07407407407407407,0.0023148148148148147,0.018518518518518517,0.0,0.0,0.023148148148148147,0.0,0.0023148148148148147
1036477,medium,19,353,0.053824362606232294,19,9,9,0,1,6,0,0,0.053824362606232294,0.025495750708215296,0.025495750708215296,0.0,0.0028328611898017,0.0169971671388102,0.0,0.0
1038048,medium,18,336,0.05357142857142857,19,6,2,0,0,7,1,1,0.05654761904761905,0.017857142857142856,0.005952380952380952,0.0,0.0,0.020833333333333332,0.002976190476190476,0.002976190476190476
1038325,medium,21,377,0.05570291777188329,30,3,4,1,0,3,0,2,0.07957559681697612,0.007957559681697613,0.010610079575596816,0.002652519893899204,0.0,0.007957559681697613,0.0,0.005305039787798408
1038419,medium,20,301,0.0664451827242525,16,1,6,0,0,5,1,0,0.053156146179401995,0.0033222591362126247,0.019933554817275746,0.0,0.0,0.016611295681063124,0.0033222591362126247,0.0
1039658,medium,16,348,0.04597701149425287,20,6,5,1,1,10,0,1,0.05747126436781609,0.017241379310344827,0.014367816091954023,0.0028735632183908046,0.0028735632183908046,0.028735632183908046,0.0,0.0028735632183908046
1040067,high,27,377,0.07161803713527852,37,3,4,2,0,1,0,1,0.09814323607427056,0.007957559681697613,0.010610079575596816,0.005305039787798408,0.0,0.002652519893899204,0.0,0.002652519893899204
1041624,high,16,369,0.04336043360433604,22,0,4,0,0,4,1,0,0.05962059620596206,0.0,0.01084010840108401,0.0,0.0,0.01084010840108401,0.0027100271002710027,0.0
1044003,medium,18,393,0.04580152671755725,23,1,8,0,0,7,3,1,0.058524173027989825,0.002544529262086514,0.020356234096692113,0.0,0.0,0.017811704834605598,0.007633587786259542,0.002544529262086514
1044255,medium,17,310,0.054838709677419356,14,0,5,2,0,10,1,3,0.04516129032258064,0.0,0.016129032258064516,0.0064516129032258064,0.0,0.03225806451612903,0.0032258064516129032,0.00967741935483871
1044423,medium,14,251,0.055776892430278883,24,2,2,0,0,0,0,1,0.09561752988047809,0.00796812749003984,0.00796812749003984,0.0,0.0,0.0,0.0,0.00398406374501992
1045426,medium,24,459,0.05228758169934641,28,1,14,0,0,17,2,0,0.06100217864923747,0.002178649237472767,0.030501089324618737,0.0,0.0,0.037037037037037035,0.004357298474945534,0.0
1045762,high,20,334,0.059880239520958084,23,3,7,1,1,3,1,0,0.0688622754491018,0.008982035928143712,0.020958083832335328,0.0029940119760479044,0.0029940119760479044,0.008982035928143712,0.0029940119760479044,0.0
1045779,medium,21,220,0.09545454545454546,4,2,5,0,0,5,1,0,0.01818181818181818,0.00909090909090909,0.022727272727272728,0.0,0.0,0.022727272727272728,0.004545454545454545,0.0
1047495,medium,19,305,0.06229508196721312,14,1,1,2,1,3,0,0,0.04590163934426229,0.003278688524590164,0.003278688524590164,0.006557377049180328,0.003278688524590164,0.009836065573770493,0.0,0.0
1047886,medium,30,339,0.08849557522123894,4,1,6,0,0,2,0,0,0.011799410029498525,0.0029498525073746312,0.017699115044247787,0.0,0.0,0.0058997050147492625,0.0,0.0
1047983,low,6,76,0.07894736842105263,1,0,0,0,0,1,0,0,0.013157894736842105,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0
1049261,medium,11,250,0.044,7,0,3,0,1,0,0,4,0.028,0.0,0.012,0.0,0.004,0.0,0.0,0.016
1049329,medium,21,376,0.05585106382978723,25,1,7,1,0,11,1,0,0.06648936170212766,0.0026595744680851063,0.018617021276595744,0.0026595744680851063,0.0,0.02925531914893617,0.0026595744680851063,0.0
1049472,medium,12,267,0.0449438202247191,10,2,3,0,0,1,1,1,0.03745318352059925,0.00749063670411985,0.011235955056179775,0.0,0.0,0.003745318352059925,0.003745318352059925,0.003745318352059925
104966,high,19,446,0.042600896860986545,10,1,3,0,0,10,0,4,0.02242152466367713,0.002242152466367713,0.006726457399103139,0.0,0.0,0.02242152466367713,0.0,0.008968609865470852
1049951,high,18,375,0.048,21,5,4,1,0,5,1,3,0.056,0.013333333333333334,0.010666666666666666,0.0026666666666666666,0.0,0.013333333333333334,0.0026666666666666666,0.008
105061,high,17,346,0.049132947976878616,8,0,4,0,1,19,0,2,0.023121387283236993,0.0,0.011560693641618497,0.0,0.002890173410404624,0.05491329479768786,0.0,0.005780346820809248
1053130,high,22,426,0.051643192488262914,16,0,13,0,0,2,0,4,0.03755868544600939,0.0,0.03051643192488263,0.0,0.0,0.004694835680751174,0.0,0.009389671361502348
10535,medium,20,406,0.04926108374384237,17,7,10,1,0,6,2,3,0.04187192118226601,0.017241379310344827,0.024630541871921183,0.0024630541871921183,0.0,0.014778325123152709,0.0049261083743842365,0.007389162561576354
105404,medium,17,232,0.07327586206896551,8,1,7,0,0,5,0,1,0.034482758620689655,0.004310344827586207,0.03017241379310345,0.0,0.0,0.021551724137931036,0.0,0.004310344827586207
1054640,medium,22,284,0.07746478873239436,4,0,1,0,0,5,0,0,0.014084507042253521,0.0,0.0035211267605633804,0.0,0.0,0.017605633802816902,0.0,0.0
1054691,high,16,372,0.043010752688172046,28,0,10,1,0,12,1,0,0.07526881720430108,0.0,0.026881720430107527,0.002688172043010753,0.0,0.03225806451612903,0.002688172043010753,0.0
1055656,medium,18,362,0.049723756906077346,17,1,4,0,5,6,0,2,0.04696132596685083,0.0027624309392265192,0.011049723756906077,0.0,0.013812154696132596,0.016574585635359115,0.0,0.0055248618784530384
105670,low,4,76,0.05263157894736842,1,0,1,0,0,0,0,0,0.013157894736842105,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0
1060937,medium,17,263,0.06463878326996197,1,0,0,0,0,4,0,4,0.0038022813688212928,0.0,0.0,0.0,0.0,0.015209125475285171,0.0,0.015209125475285171
1061753,high,13,340,0.03823529411764706,17,1,5,0,0,9,1,0,0.05,0.0029411764705882353,0.014705882352941176,0.0,0.0,0.026470588235294117,0.0029411764705882353,0.0
1062151,medium,16,376,0.0425531914893617,20,5,18,0,0,6,0,0,0.05319148936170213,0.013297872340425532,0.047872340425531915,0.0,0.0,0.015957446808510637,0.0,0.0
1063116,medium,16,245,0.0653061224489796,7,0,3,0,0,4,0,0,0.02857142857142857,0.0,0.012244897959183673,0.0,0.0,0.0163265306122449,0.0,0.0
1063282,high,22,373,0.058981233243967826,8,0,4,0,3,2,0,1,0.021447721179624665,0.0,0.010723860589812333,0.0,0.00804289544235925,0.005361930294906166,0.0,0.002680965147453083
1063514,medium,17,324,0.05246913580246913,11,2,3,3,0,10,0,1,0.033950617283950615,0.006172839506172839,0.009259259259259259,0.009259259259259259,0.0,0.030864197530864196,0.0,0.0030864197530864196
1064511,medium,21,310,0.06774193548387097,14,2,0,1,0,4,1,0,0.04516129032258064,0.0064516129032258064,0.0,0.0032258064516129032,0.0,0.012903225806451613,0.0032258064516129032,0.0
1064740,medium,19,335,0.056716417910447764,24,1,3,0,0,10,0,0,0.07164179104477612,0.0029850746268656717,0.008955223880597015,0.0,0.0,0.029850746268656716,0.0,0.0
1065343,high,18,426,0.04225352112676056,37,4,2,4,0,9,0,1,0.08685446009389672,0.009389671361502348,0.004694835680751174,0.009389671361502348,0.0,0.02112676056338028,0.0,0.002347417840375587
1065788,high,19,377,0.050397877984084884,28,0,13,1,1,3,3,2,0.07427055702917772,0.0,0.034482758620689655,0.002652519893899204,0.002652519893899204,0.007957559681697613,0.007957559681697613,0.005305039787798408
106584,medium,27,325,0.08307692307692308,31,1,3,0,0,6,0,5,0.09538461538461539,0.003076923076923077,0.009230769230769232,0.0,0.0,0.018461538461538463,0.0,0.015384615384615385
1065943,medium,26,368,0.07065217391304347,28,1,6,0,1,11,0,2,0.07608695652173914,0.002717391304347826,0.016304347826086956,0.0,0.002717391304347826,0.029891304347826088,0.0,0.005434782608695652
1066683,medium,31,375,0.08266666666666667,21,2,3,0,0,17,0,1,0.056,0.005333333333333333,0.008,0.0,0.0,0.04533333333333334,0.0,0.0026666666666666666
1066847,medium,12,253,0.04743083003952569,13,0,4,0,0,12,0,1,0.05138339920948617,0.0,0.015810276679841896,0.0,0.0,0.04743083003952569,0.0,0.003952569169960474
10670,medium,25,359,0.06963788300835655,31,1,7,0,1,1,0,2,0.08635097493036212,0.002785515320334262,0.019498607242339833,0.0,0.002785515320334262,0.002785515320334262,0.0,0.005571030640668524
1067754,medium,13,209,0.06220095693779904,18,2,2,1,0,3,0,1,0.0861244019138756,0.009569377990430622,0.009569377990430622,0.004784688995215311,0.0,0.014354066985645933,0.0,0.004784688995215311
1070349,medium,19,351,0.05413105413105413,11,0,8,2,1,0,0,2,0.03133903133903134,0.0,0.022792022792022793,0.005698005698005698,0.002849002849002849,0.0,0.0,0.005698005698005698
1070521,high,20,320,0.0625,21,1,7,4,0,4,0,0,0.065625,0.003125,0.021875,0.0125,0.0,0.0125,0.0,0.0
1072658,low,16,248,0.06451612903225806,13,0,5,0,0,5,0,0,0.05241935483870968,0.0,0.020161290322580645,0.0,0.0,0.020161290322580645,0.0,0.0
1073147,medium,13,303,0.0429042904290429,16,2,4,0,0,4,1,6,0.052805280528052806,0.006600660066006601,0.013201320132013201,0.0,0.0,0.013201320132013201,0.0033003300330033004,0.019801980198019802
1073628,medium,22,432,0.05092592592592592,14,3,6,0,0,7,1,0,0.032407407407407406,0.006944444444444444,0.013888888888888888,0.0,0.0,0.016203703703703703,0.0023148148148148147,0.0
1075905,high,21,378,0.05555555555555555,9,3,9,1,0,5,0,0,0.023809523809523808,0.007936507936507936,0.023809523809523808,0.0026455026455026454,0.0,0.013227513227513227,0.0,0.0
1078004,medium,12,311,0.03858520900321544,13,0,1,0,0,4,0,1,0.04180064308681672,0.0,0.003215434083601286,0.0,0.0,0.012861736334405145,0.0,0.003215434083601286
107816,low,15,158,0.0949367088607595,7,1,1,0,0,9,0,0,0.04430379746835443,0.006329113924050633,0.006329113924050633,0.0,0.0,0.056962025316455694,0.0,0.0
1080962,medium,16,391,0.04092071611253197,28,1,2,2,0,14,0,2,0.07161125319693094,0.0025575447570332483,0.005115089514066497,0.005115089514066497,0.0,0.03580562659846547,0.0,0.005115089514066497
1082237,high,25,466,0.0536480686695279,21,4,4,1,1,8,2,0,0.045064377682403435,0.008583690987124463,0.008583690987124463,0.002145922746781116,0.002145922746781116,0.017167381974248927,0.004291845493562232,0.0
1082245,medium,17,384,0.044270833333333336,34,2,13,0,0,5,3,0,0.08854166666666667,0.005208333333333333,0.033854166666666664,0.0,0.0,0.013020833333333334,0.0078125,0.0
1083446,medium,18,264,0.06818181818181818,18,0,3,0,0,3,0,3,0.06818181818181818,0.0,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364
108367,medium,19,373,0.05093833780160858,24,3,7,0,0,6,0,0,0.064343163538874,0.00804289544235925,0.01876675603217158,0.0,0.0,0.0160857908847185,0.0,0.0
1085733,medium,18,269,0.06691449814126393,46,2,3,0,0,2,0,0,0.17100371747211895,0.007434944237918215,0.011152416356877323,0.0,0.0,0.007434944237918215,0.0,0.0
1087264,high,23,375,0.06133333333333333,23,2,7,0,0,12,0,1,0.06133333333333333,0.005333333333333333,0.018666666666666668,0.0,0.0,0.032,0.0,0.0026666666666666666
1087703,high,21,323,0.06501547987616099,10,0,6,1,1,0,0,0,0.030959752321981424,0.0,0.018575851393188854,0.0030959752321981426,0.0030959752321981426,0.0,0.0,0.0
1087758,high,23,353,0.06515580736543909,13,1,4,0,0,4,0,0,0.036827195467422094,0.0028328611898017,0.0113314447592068,0.0,0.0,0.0113314447592068,0.0,0.0
1089378,medium,16,308,0.05194805194805195,5,2,4,0,0,12,1,0,0.016233766233766232,0.006493506493506494,0.012987012987012988,0.0,0.0,0.03896103896103896,0.003246753246753247,0.0
1089601,medium,14,303,0.0462046204620462,20,0,8,1,1,6,1,0,0.066006600660066,0.0,0.026402640264026403,0.0033003300330033004,0.0033003300330033004,0.019801980198019802,0.0033003300330033004,0.0
1089959,high,12,400,0.03,5,3,8,1,2,9,1,2,0.0125,0.0075,0.02,0.0025,0.005,0.0225,0.0025,0.005
1090399,high,17,287,0.059233449477351915,15,1,2,1,0,4,1,0,0.05226480836236934,0.003484320557491289,0.006968641114982578,0.003484320557491289,0.0,0.013937282229965157,0.003484320557491289,0.0
1091257,medium,15,274,0.05474452554744526,5,0,3,0,0,7,0,6,0.01824817518248175,0.0,0.010948905109489052,0.0,0.0,0.025547445255474453,0.0,0.021897810218978103
1091720,high,23,501,0.04590818363273453,13,2,10,2,0,9,5,0,0.02594810379241517,0.003992015968063872,0.01996007984031936,0.003992015968063872,0.0,0.017964071856287425,0.00998003992015968,0.0
1092773,low,24,255,0.09411764705882353,7,1,4,2,0,2,0,1,0.027450980392156862,0.00392156862745098,0.01568627450980392,0.00784313725490196,0.0,0.00784313725490196,0.0,0.00392156862745098
109346,medium,17,299,0.056856187290969896,9,2,2,2,0,4,0,0,0.030100334448160536,0.006688963210702341,0.006688963210702341,0.006688963210702341,0.0,0.013377926421404682,0.0,0.0
1096313,high,17,306,0.05555555555555555,19,1,2,0,0,5,0,1,0.06209150326797386,0.0032679738562091504,0.006535947712418301,0.0,0.0,0.016339869281045753,0.0,0.0032679738562091504
1096593,medium,23,315,0.07301587301587302,16,1,4,0,0,12,1,2,0.050793650793650794,0.0031746031746031746,0.012698412698412698,0.0,0.0,0.0380952380952381,0.0031746031746031746,0.006349206349206349
1097710,high,14,306,0.0457516339869281,26,1,3,0,0,5,0,1,0.08496732026143791,0.0032679738562091504,0.00980392156862745,0.0,0.0,0.016339869281045753,0.0,0.0032679738562091504
1099106,medium,19,301,0.06312292358803986,22,0,6,0,0,20,0,0,0.07308970099667775,0.0,0.019933554817275746,0.0,0.0,0.0664451827242525,0.0,0.0
1099400,medium,16,320,0.05,27,1,4,0,0,10,0,0,0.084375,0.003125,0.0125,0.0,0.0,0.03125,0.0,0.0
1100270,high,20,351,0.05698005698005698,12,2,7,1,0,4,0,1,0.03418803418803419,0.005698005698005698,0.019943019943019943,0.002849002849002849,0.0,0.011396011396011397,0.0,0.002849002849002849
1100401,medium,15,335,0.04477611940298507,12,0,2,0,1,14,0,1,0.03582089552238806,0.0,0.005970149253731343,0.0,0.0029850746268656717,0.041791044776119404,0.0,0.0029850746268656717
1101265,medium,13,324,0.040123456790123455,36,2,10,0,0,1,0,0,0.1111111111111111,0.006172839506172839,0.030864197530864196,0.0,0.0,0.0030864197530864196,0.0,0.0
110274,medium,19,328,0.057926829268292686,11,0,3,2,0,15,1,4,0.03353658536585366,0.0,0.009146341463414634,0.006097560975609756,0.0,0.04573170731707317,0.003048780487804878,0.012195121951219513
110423,high,21,489,0.04294478527607362,37,0,2,0,0,21,0,2,0.07566462167689161,0.0,0.00408997955010225,0.0,0.0,0.04294478527607362,0.0,0.00408997955010225
1106726,low,8,145,0.05517241379310345,10,0,2,0,0,0,0,0,0.06896551724137931,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0
1107034,medium,18,263,0.06844106463878327,37,0,4,1,0,2,1,0,0.14068441064638784,0.0,0.015209125475285171,0.0038022813688212928,0.0,0.0076045627376425855,0.0038022813688212928,0.0
1107311,low,24,359,0.06685236768802229,32,0,18,0,2,4,0,0,0.08913649025069638,0.0,0.05013927576601671,0.0,0.005571030640668524,0.011142061281337047,0.0,0.0
1107491,medium,15,309,0.04854368932038835,16,2,1,1,0,7,3,4,0.05177993527508091,0.006472491909385114,0.003236245954692557,0.003236245954692557,0.0,0.022653721682847898,0.009708737864077669,0.012944983818770227
1108278,medium,16,305,0.05245901639344262,13,0,1,0,2,3,1,1,0.04262295081967213,0.0,0.003278688524590164,0.0,0.006557377049180328,0.009836065573770493,0.003278688524590164,0.003278688524590164
111230,medium,18,349,0.05157593123209169,14,1,7,0,0,21,1,1,0.04011461318051576,0.0028653295128939827,0.02005730659025788,0.0,0.0,0.06017191977077364,0.0028653295128939827,0.0028653295128939827
1112819,medium,19,303,0.0627062706270627,16,0,3,0,0,9,0,0,0.052805280528052806,0.0,0.009900990099009901,0.0,0.0,0.0297029702970297,0.0,0.0
1114825,medium,14,305,0.04590163934426229,28,3,5,0,0,3,2,1,0.09180327868852459,0.009836065573770493,0.01639344262295082,0.0,0.0,0.009836065573770493,0.006557377049180328,0.003278688524590164
1116411,high,25,365,0.0684931506849315,23,0,6,0,0,6,0,0,0.06301369863013699,0.0,0.01643835616438356,0.0,0.0,0.01643835616438356,0.0,0.0
1118473,medium,21,285,0.07368421052631578,17,0,3,0,0,8,1,1,0.05964912280701754,0.0,0.010526315789473684,0.0,0.0,0.028070175438596492,0.0035087719298245615,0.0035087719298245615
1118487,high,24,515,0.04660194174757282,20,0,13,0,0,9,1,10,0.038834951456310676,0.0,0.02524271844660194,0.0,0.0,0.017475728155339806,0.001941747572815534,0.019417475728155338
1118568,medium,14,219,0.0639269406392694,7,0,3,0,0,0,0,3,0.0319634703196347,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0136986301369863
1118619,medium,17,410,0.041463414634146344,3,0,6,4,3,10,0,4,0.007317073170731708,0.0,0.014634146341463415,0.00975609756097561,0.007317073170731708,0.024390243902439025,0.0,0.00975609756097561
1118901,medium,22,315,0.06984126984126984,13,1,4,0,0,3,0,6,0.04126984126984127,0.0031746031746031746,0.012698412698412698,0.0,0.0,0.009523809523809525,0.0,0.01904761904761905
1119329,medium,27,390,0.06923076923076923,20,2,5,0,1,1,2,1,0.05128205128205128,0.005128205128205128,0.01282051282051282,0.0,0.002564102564102564,0.002564102564102564,0.005128205128205128,0.002564102564102564
1123805,high,11,331,0.03323262839879154,18,1,5,1,0,10,0,1,0.054380664652567974,0.0030211480362537764,0.015105740181268883,0.0030211480362537764,0.0,0.030211480362537766,0.0,0.0030211480362537764
1124819,medium,16,371,0.0431266846361186,19,2,4,1,0,5,0,0,0.05121293800539083,0.005390835579514825,0.01078167115902965,0.0026954177897574125,0.0,0.013477088948787063,0.0,0.0
1126001,medium,21,332,0.06325301204819277,12,3,0,1,0,1,0,1,0.03614457831325301,0.009036144578313253,0.0,0.0030120481927710845,0.0,0.0030120481927710845,0.0,0.0030120481927710845
112805,medium,18,303,0.0594059405940594,5,0,4,0,0,2,0,10,0.0165016501650165,0.0,0.013201320132013201,0.0,0.0,0.006600660066006601,0.0,0.033003300330033
1129637,medium,25,427,0.0585480093676815,39,3,6,2,0,2,1,0,0.09133489461358314,0.00702576112412178,0.01405152224824356,0.00468384074941452,0.0,0.00468384074941452,0.00234192037470726,0.0
1131172,medium,17,308,0.05519480519480519,12,2,7,1,0,5,2,1,0.03896103896103896,0.006493506493506494,0.022727272727272728,0.003246753246753247,0.0,0.016233766233766232,0.006493506493506494,0.003246753246753247
1132436,medium,16,253,0.06324110671936758,21,1,5,2,0,0,0,1,0.08300395256916997,0.003952569169960474,0.019762845849802372,0.007905138339920948,0.0,0.0,0.0,0.003952569169960474
1133601,high,22,421,0.052256532066508314,14,2,7,0,0,11,4,1,0.0332541567695962,0.004750593824228029,0.0166270783847981,0.0,0.0,0.026128266033254157,0.009501187648456057,0.0023752969121140144
1133609,medium,16,304,0.05263157894736842,23,0,1,0,0,0,0,0,0.0756578947368421,0.0,0.003289473684210526,0.0,0.0,0.0,0.0,0.0
1133647,medium,16,303,0.052805280528052806,7,0,1,0,0,8,0,0,0.0231023102310231,0.0,0.0033003300330033004,0.0,0.0,0.026402640264026403,0.0,0.0
1135467,medium,19,344,0.055232558139534885,44,1,1,1,2,10,0,1,0.12790697674418605,0.0029069767441860465,0.0029069767441860465,0.0029069767441860465,0.005813953488372093,0.029069767441860465,0.0,0.0029069767441860465
1136310,medium,17,239,0.07112970711297072,6,0,1,0,0,1,1,2,0.02510460251046025,0.0,0.0041841004184100415,0.0,0.0,0.0041841004184100415,0.0041841004184100415,0.008368200836820083
