file_id,num_uniq_word
1773824.txt,175
1775114.txt,127
1780537.txt,180
1780783.txt,143
1781285.txt,192
1783725.txt,129
1784392.txt,178
178549.txt,174
178774.txt,161
1789659.txt,133
1789981.txt,125
1790794.txt,92
1790870.txt,131
179145.txt,32
1799981.txt,216
1801303.txt,150
1805847.txt,188
1806306.txt,157
1807688.txt,168
1807724.txt,146
180798.txt,203
1812668.txt,74
181463.txt,117
1815259.txt,163
1815758.txt,118
1821687.txt,155
1823752.txt,111
1824048.txt,155
182475.txt,146
1824790.txt,139
1825004.txt,191
1825212.txt,158
1826810.txt,164
1829713.txt,155
1831826.txt,138
1832138.txt,140
1832730.txt,176
1836889.txt,107
1837869.txt,148
1838160.txt,156
1838709.txt,132
1839454.txt,135
1842469.txt,53
1843813.txt,132
1843909.txt,156
184501.txt,152
1846289.txt,204
1848116.txt,109
1850915.txt,148
1851358.txt,140
1857994.txt,162
1862213.txt,179
1863598.txt,194
18690.txt,142
1872486.txt,94
187564.txt,124
18772.txt,165
1879085.txt,130
1881024.txt,116
1881808.txt,106
1881835.txt,137
1883710.txt,180
1883814.txt,166
1886379.txt,142
1886561.txt,143
1886837.txt,128
1887879.txt,146
1888048.txt,74
1888691.txt,90
188996.txt,166
1891040.txt,158
1893059.txt,184
1895082.txt,173
1896558.txt,95
1897115.txt,134
1900348.txt,133
1902737.txt,152
1903817.txt,116
1906708.txt,142
190711.txt,136
1917949.txt,228
1920674.txt,160
1922932.txt,170
1926264.txt,156
1928372.txt,86
1929220.txt,200
1933471.txt,147
1933790.txt,117
1934104.txt,127
1935920.txt,170
1941006.txt,232
1941245.txt,144
1941769.txt,128
1943633.txt,111
1946412.txt,138
1948238.txt,161
1948656.txt,148
1950137.txt,104
1956422.txt,178
195811.txt,148
195844.txt,157
1959186.txt,161
1962854.txt,177
1966030.txt,148
1969107.txt,77
1969367.txt,127
1970260.txt,152
1970410.txt,114
1971447.txt,130
1974614.txt,82
1977014.txt,139
1977740.txt,129
1979833.txt,147
1980125.txt,50
198024.txt,131
1980653.txt,136
198284.txt,160
1982859.txt,141
1983276.txt,132
198874.txt,146
1989384.txt,124
199088.txt,212
1993690.txt,119
1998110.txt,129
1999007.txt,150
1999967.txt,115
201296.txt,136
203098.txt,170
20376.txt,164
205833.txt,189
209743.txt,172
214973.txt,149
215276.txt,126
216924.txt,140
223449.txt,182
224123.txt,174
224597.txt,169
224749.txt,90
225902.txt,144
22698.txt,178
226985.txt,128
230223.txt,87
231403.txt,110
233980.txt,103
236812.txt,125
238462.txt,153
238829.txt,148
239247.txt,113
239365.txt,136
241042.txt,102
241910.txt,127
24202.txt,170
24312.txt,120
243351.txt,150
24427.txt,145
245509.txt,165
245604.txt,118
246049.txt,148
253075.txt,119
255499.txt,164
255543.txt,182
256147.txt,119
256875.txt,143
259334.txt,113
26125.txt,147
265853.txt,169
268700.txt,174
269477.txt,136
270049.txt,184
272392.txt,111
273992.txt,149
274775.txt,146
276813.txt,141
279212.txt,154
279333.txt,129
282050.txt,185
284285.txt,144
286058.txt,118
286693.txt,121
286707.txt,110
288526.txt,177
288593.txt,130
288794.txt,146
29397.txt,138
294274.txt,141
297801.txt,151
29905.txt,108
29959.txt,175
305227.txt,156
311063.txt,108
319647.txt,178
319663.txt,118
321427.txt,113
322593.txt,175
324708.txt,147
325107.txt,131
326005.txt,170
327395.txt,191
328055.txt,130
329446.txt,137
33102.txt,106
331366.txt,133
3323.txt,103
332739.txt,168
334735.txt,122
335928.txt,138
336237.txt,152
336738.txt,124
336929.txt,156
338048.txt,154
339490.txt,151
339615.txt,135
340980.txt,129
342133.txt,139
34393.txt,134
347830.txt,93
352464.txt,136
353004.txt,157
35420.txt,131
358008.txt,133
359895.txt,155
36300.txt,104
363617.txt,181
364007.txt,149
366442.txt,122
371190.txt,101
371949.txt,38
374649.txt,153
375388.txt,142
377202.txt,138
37807.txt,143
378471.txt,162
379257.txt,137
382123.txt,133
384115.txt,76
387286.txt,151
395048.txt,140
397946.txt,124
399980.txt,121
402915.txt,139
404786.txt,144
405403.txt,168
406887.txt,160
414297.txt,189
416310.txt,143
418195.txt,168
41900.txt,101
419804.txt,157
420620.txt,164
421511.txt,107
422200.txt,176
422921.txt,209
424464.txt,141
42600.txt,156
428625.txt,155
429762.txt,162
432334.txt,99
432685.txt,180
432857.txt,166
43558.txt,127
437953.txt,166
438842.txt,170
443391.txt,148
448743.txt,136
448970.txt,107
449207.txt,206
449267.txt,100
450359.txt,98
451067.txt,134
455070.txt,191
455248.txt,157
455631.txt,179
455835.txt,153
456037.txt,198
458078.txt,163
458360.txt,114
461764.txt,192
466186.txt,173
466872.txt,175
46827.txt,126
468447.txt,140
468995.txt,119
470627.txt,156
471491.txt,116
47554.txt,153
476013.txt,129
477596.txt,144
47814.txt,120
479677.txt,191
481984.txt,138
482048.txt,212
486681.txt,113
487048.txt,103
488264.txt,148
490274.txt,112
492740.txt,127
494935.txt,158
495844.txt,136
497916.txt,127
498954.txt,109
50082.txt,149
501161.txt,152
502380.txt,175
505064.txt,128
508121.txt,104
512079.txt,144
515895.txt,157
516153.txt,112
517446.txt,128
520764.txt,149
521806.txt,169
521981.txt,138
525771.txt,143
52674.txt,145
527259.txt,170
527911.txt,112
527970.txt,147
52951.txt,144
529930.txt,134
530123.txt,160
531960.txt,121
533016.txt,83
537366.txt,131
537398.txt,123
544370.txt,111
546010.txt,156
546569.txt,225
547114.txt,128
549045.txt,108
549461.txt,150
549480.txt,123
554687.txt,117
554740.txt,122
559741.txt,166
562974.txt,112
563838.txt,185
571475.txt,108
571580.txt,135
574231.txt,178
575457.txt,158
57757.txt,134
580944.txt,135
580962.txt,93
582067.txt,157
583299.txt,138
584400.txt,146
586292.txt,153
587034.txt,131
588161.txt,190
589458.txt,88
591260.txt,156
592465.txt,140
594483.txt,146
596040.txt,226
59730.txt,92
597582.txt,152
598381.txt,100
598747.txt,157
600252.txt,155
600840.txt,156
60162.txt,171
603531.txt,166
604328.txt,192
605071.txt,133
607506.txt,125
607967.txt,157
611010.txt,132
611015.txt,123
619171.txt,158
620562.txt,103
621280.txt,142
621287.txt,140
627860.txt,139
628285.txt,168
633101.txt,144
637890.txt,132
638441.txt,142
640775.txt,146
641045.txt,174
642008.txt,187
643139.txt,95
644115.txt,144
647433.txt,144
647449.txt,119
647520.txt,162
650437.txt,123
650486.txt,135
650562.txt,164
653273.txt,124
663999.txt,147
665664.txt,132
666.txt,154
668250.txt,146
668750.txt,110
670033.txt,139
671215.txt,128
676302.txt,129
680446.txt,144
687869.txt,162
690756.txt,111
69177.txt,121
693133.txt,132
697946.txt,135
697953.txt,124
698938.txt,179
701414.txt,127
703283.txt,142
70644.txt,151
70661.txt,156
708302.txt,146
711230.txt,161
711824.txt,113
712219.txt,129
712770.txt,148
713667.txt,161
714178.txt,140
714248.txt,170
715496.txt,110
716350.txt,125
717539.txt,118
718508.txt,179
718843.txt,115
720657.txt,136
722039.txt,146
724509.txt,160
724658.txt,143
727565.txt,131
728769.txt,142
731254.txt,114
73212.txt,112
735597.txt,157
735994.txt,113
736900.txt,133
73721.txt,142
740812.txt,192
741780.txt,92
742034.txt,111
743036.txt,131
744121.txt,142
745867.txt,112
746338.txt,138
746516.txt,143
749625.txt,148
749940.txt,81
751687.txt,148
753056.txt,180
753065.txt,164
755389.txt,148
755746.txt,170
757460.txt,87
759317.txt,129
761737.txt,74
762665.txt,131
764004.txt,128
766006.txt,147
766494.txt,134
766537.txt,125
770544.txt,134
774257.txt,148
774885.txt,176
775353.txt,173
776970.txt,156
777202.txt,145
78009.txt,130
782019.txt,154
783824.txt,107
783963.txt,153
785582.txt,154
786523.txt,18
786848.txt,150
788241.txt,138
790024.txt,155
79025.txt,154
791501.txt,61
79224.txt,176
79442.txt,126
796634.txt,160
797853.txt,186
798434.txt,142
798946.txt,121
799621.txt,155
800942.txt,140
806208.txt,134
809144.txt,156
813047.txt,252
81437.txt,198
81507.txt,200
818350.txt,154
825050.txt,164
82613.txt,166
827942.txt,132
828251.txt,135
828252.txt,144
828924.txt,137
82993.txt,145
830184.txt,197
832034.txt,177
832560.txt,156
833532.txt,193
833758.txt,198
835982.txt,169
842892.txt,122
843995.txt,114
846170.txt,158
846507.txt,120
847521.txt,139
848864.txt,136
850101.txt,110
850865.txt,121
852234.txt,146
852539.txt,167
852550.txt,160
857113.txt,101
859857.txt,120
861537.txt,156
862405.txt,164
864046.txt,153
865110.txt,179
865222.txt,165
869817.txt,117
874882.txt,152
881608.txt,143
885215.txt,113
885493.txt,120
892336.txt,153
8966.txt,146
900973.txt,127
904416.txt,161
906682.txt,130
907400.txt,270
908682.txt,153
913507.txt,175
914382.txt,104
916327.txt,149
919819.txt,142
920641.txt,140
924846.txt,158
925319.txt,178
932106.txt,218
932303.txt,134
932367.txt,129
932623.txt,115
935430.txt,173
935619.txt,141
945528.txt,146
945544.txt,180
94655.txt,112
950235.txt,203
953115.txt,175
954819.txt,157
957073.txt,104
95789.txt,159
96442.txt,171
965186.txt,106
966450.txt,149
968704.txt,130
973330.txt,103
980099.txt,130
98093.txt,170
982634.txt,140
983987.txt,149
987036.txt,148
987713.txt,139
989614.txt,143
996413.txt,197
997201.txt,116
