Filename,Prompt,Language,Score_Level,essay_len,num_sentence,the_count,the_freq,aan_count,aan_freq,one_count,one_freq,demo_sing_count,demo_sing_freq,demo_pl_count,demo_pl_freq
38571.txt,P7,SPA,high,310,11,11,0.035483871,12,0.038709677,1,0.003225806,5,0.016129032,1,0.003225806
38653.txt,P8,SPA,low,181,11,3,0.016574586,3,0.016574586,0,0,5,0.027624309,0,0
40863.txt,P5,SPA,high,368,16,25,0.067934783,8,0.02173913,3,0.008152174,5,0.013586957,1,0.002717391
41232.txt,P7,SPA,medium,424,20,35,0.08254717,17,0.04009434,0,0,19,0.044811321,1,0.002358491
44669.txt,P6,SPA,high,315,9,16,0.050793651,9,0.028571429,0,0,4,0.012698413,0,0
44961.txt,P5,SPA,medium,320,9,17,0.053125,10,0.03125,0,0,18,0.05625,0,0
46266.txt,P7,SPA,high,353,16,14,0.039660057,9,0.025495751,1,0.002832861,11,0.031161473,0,0
46849.txt,P5,SPA,medium,316,12,26,0.082278481,7,0.022151899,0,0,13,0.041139241,0,0
48734.txt,P8,SPA,high,311,20,8,0.025723473,3,0.009646302,0,0,4,0.012861736,1,0.003215434
48984.txt,P5,SPA,medium,315,13,15,0.047619048,7,0.022222222,0,0,7,0.022222222,4,0.012698413
52054.txt,P5,SPA,high,333,11,15,0.045045045,14,0.042042042,0,0,17,0.051051051,1,0.003003003
55925.txt,P1,SPA,medium,325,11,7,0.021538462,8,0.024615385,1,0.003076923,6,0.018461538,1,0.003076923
57752.txt,P8,SPA,high,381,17,14,0.036745407,6,0.015748031,0,0,10,0.026246719,0,0
61190.txt,P6,SPA,medium,337,3,12,0.035608309,15,0.044510386,0,0,12,0.035608309,1,0.002967359
62820.txt,P2,SPA,high,391,17,15,0.038363171,9,0.023017903,0,0,9,0.023017903,1,0.002557545
65865.txt,P8,SPA,medium,239,7,18,0.075313808,6,0.025104603,1,0.0041841,8,0.033472803,0,0
72320.txt,P8,SPA,medium,290,11,14,0.048275862,8,0.027586207,1,0.003448276,5,0.017241379,0,0
73082.txt,P5,SPA,medium,348,21,24,0.068965517,6,0.017241379,1,0.002873563,14,0.040229885,0,0
73163.txt,P7,SPA,medium,395,29,21,0.053164557,7,0.017721519,1,0.002531646,6,0.015189873,0,0
76614.txt,P1,SPA,high,314,14,11,0.035031847,20,0.063694268,3,0.00955414,7,0.022292994,0,0
78400.txt,P3,SPA,medium,351,18,8,0.022792023,8,0.022792023,0,0,7,0.01994302,0,0
79816.txt,P3,SPA,medium,226,10,10,0.044247788,4,0.017699115,0,0,6,0.026548673,0,0
79837.txt,P3,SPA,high,514,25,27,0.052529183,6,0.011673152,2,0.003891051,7,0.013618677,1,0.001945525
83874.txt,P7,SPA,low,300,8,13,0.043333333,11,0.036666667,1,0.003333333,7,0.023333333,0,0
84459.txt,P2,SPA,high,321,9,13,0.040498442,8,0.024922118,1,0.003115265,4,0.012461059,0,0
89885.txt,P3,SPA,high,418,17,15,0.035885167,7,0.016746411,1,0.002392344,20,0.04784689,0,0
89896.txt,P5,SPA,high,324,19,31,0.095679012,3,0.009259259,0,0,6,0.018518519,0,0
91965.txt,P6,SPA,high,386,9,22,0.056994819,9,0.023316062,9,0.023316062,5,0.012953368,1,0.002590674
94398.txt,P6,SPA,medium,190,7,7,0.036842105,9,0.047368421,0,0,3,0.015789474,0,0
95466.txt,P2,SPA,high,315,12,15,0.047619048,6,0.019047619,1,0.003174603,7,0.022222222,0,0
95939.txt,P4,SPA,low,299,5,15,0.050167224,10,0.033444816,2,0.006688963,10,0.033444816,0,0
98551.txt,P1,SPA,medium,238,10,4,0.016806723,11,0.046218487,3,0.012605042,6,0.025210084,0,0
100202.txt,P3,SPA,medium,335,16,16,0.047761194,6,0.017910448,1,0.002985075,8,0.023880597,1,0.002985075
100336.txt,P8,SPA,medium,220,10,5,0.022727273,9,0.040909091,0,0,5,0.022727273,0,0
101568.txt,P2,SPA,high,469,25,10,0.021321962,5,0.010660981,1,0.002132196,16,0.034115139,0,0
104726.txt,P6,SPA,high,309,7,25,0.080906149,10,0.03236246,0,0,15,0.048543689,0,0
105179.txt,P8,SPA,high,463,19,30,0.064794816,9,0.019438445,2,0.004319654,14,0.030237581,0,0
105955.txt,P2,SPA,medium,385,19,14,0.036363636,13,0.033766234,0,0,7,0.018181818,1,0.002597403
108870.txt,P4,SPA,low,275,8,18,0.065454545,9,0.032727273,0,0,14,0.050909091,0,0
109687.txt,P8,SPA,medium,165,13,7,0.042424242,4,0.024242424,0,0,6,0.036363636,0,0
111042.txt,P1,SPA,high,326,19,10,0.030674847,24,0.073619632,0,0,2,0.006134969,0,0
111830.txt,P2,SPA,medium,265,16,7,0.026415094,4,0.01509434,0,0,12,0.045283019,0,0
112592.txt,P8,SPA,medium,323,15,13,0.040247678,7,0.021671827,0,0,4,0.012383901,0,0
115179.txt,P4,SPA,high,380,13,22,0.057894737,8,0.021052632,1,0.002631579,6,0.015789474,4,0.010526316
123954.txt,P3,SPA,medium,357,9,20,0.056022409,11,0.030812325,3,0.008403361,10,0.028011204,1,0.00280112
125439.txt,P4,SPA,medium,371,14,24,0.064690027,15,0.040431267,1,0.002695418,6,0.016172507,1,0.002695418
127657.txt,P4,SPA,high,362,14,24,0.066298343,5,0.013812155,0,0,10,0.027624309,1,0.002762431
128798.txt,P6,SPA,high,415,17,19,0.045783133,17,0.040963855,1,0.002409639,9,0.021686747,0,0
129269.txt,P1,SPA,medium,303,10,8,0.02640264,8,0.02640264,1,0.00330033,2,0.00660066,0,0
130215.txt,P7,SPA,high,354,20,18,0.050847458,14,0.039548023,0,0,10,0.028248588,2,0.005649718
134469.txt,P1,SPA,high,304,16,15,0.049342105,13,0.042763158,0,0,7,0.023026316,1,0.003289474
138619.txt,P4,SPA,medium,297,17,16,0.053872054,4,0.013468013,0,0,7,0.023569024,0,0
140055.txt,P6,SPA,medium,308,8,17,0.055194805,9,0.029220779,0,0,1,0.003246753,3,0.00974026
144418.txt,P2,SPA,high,324,17,17,0.052469136,5,0.015432099,0,0,8,0.024691358,1,0.00308642
144629.txt,P4,SPA,medium,373,16,23,0.061662198,7,0.018766756,1,0.002680965,7,0.018766756,0,0
146632.txt,P3,SPA,low,241,13,18,0.074688797,4,0.01659751,2,0.008298755,7,0.029045643,6,0.024896266
148958.txt,P8,SPA,high,348,20,5,0.014367816,14,0.040229885,1,0.002873563,9,0.025862069,1,0.002873563
149081.txt,P1,SPA,medium,285,15,9,0.031578947,10,0.035087719,3,0.010526316,3,0.010526316,0,0
149358.txt,P5,SPA,medium,215,15,6,0.027906977,2,0.009302326,2,0.009302326,7,0.03255814,0,0
150717.txt,P1,SPA,medium,319,15,8,0.02507837,6,0.018808777,7,0.021943574,4,0.012539185,2,0.006269592
152157.txt,P5,SPA,medium,380,16,13,0.034210526,6,0.015789474,1,0.002631579,9,0.023684211,0,0
159561.txt,P8,SPA,medium,305,10,9,0.029508197,11,0.036065574,1,0.003278689,10,0.032786885,0,0
159607.txt,P5,SPA,high,276,13,10,0.036231884,6,0.02173913,0,0,9,0.032608696,2,0.007246377
161060.txt,P5,SPA,high,339,17,10,0.029498525,6,0.017699115,2,0.005899705,6,0.017699115,1,0.002949853
161841.txt,P7,SPA,medium,284,18,20,0.070422535,1,0.003521127,0,0,4,0.014084507,0,0
163355.txt,P6,SPA,medium,319,12,20,0.062695925,11,0.034482759,0,0,9,0.028213166,0,0
166227.txt,P7,SPA,medium,250,10,16,0.064,4,0.016,1,0.004,13,0.052,0,0
166730.txt,P4,SPA,high,332,13,31,0.093373494,7,0.021084337,1,0.003012048,16,0.048192771,1,0.003012048
167549.txt,P6,SPA,high,316,11,17,0.053797468,8,0.025316456,0,0,5,0.015822785,0,0
167762.txt,P7,SPA,medium,231,7,13,0.056277056,3,0.012987013,0,0,4,0.017316017,0,0
170042.txt,P4,SPA,medium,378,13,19,0.05026455,8,0.021164021,0,0,19,0.05026455,0,0
170055.txt,P1,SPA,high,318,9,8,0.025157233,17,0.053459119,4,0.012578616,13,0.040880503,0,0
172943.txt,P4,SPA,medium,305,12,10,0.032786885,8,0.026229508,0,0,13,0.042622951,1,0.003278689
176054.txt,P1,SPA,medium,308,6,13,0.042207792,10,0.032467532,3,0.00974026,16,0.051948052,0,0
176669.txt,P5,SPA,medium,325,11,29,0.089230769,7,0.021538462,2,0.006153846,9,0.027692308,1,0.003076923
189168.txt,P5,SPA,high,303,10,29,0.095709571,4,0.01320132,0,0,11,0.03630363,0,0
191284.txt,P6,SPA,medium,303,13,11,0.03630363,13,0.04290429,4,0.01320132,4,0.01320132,0,0
193638.txt,P6,SPA,medium,325,17,7,0.021538462,8,0.024615385,0,0,5,0.015384615,0,0
194815.txt,P6,SPA,medium,306,4,17,0.055555556,10,0.032679739,1,0.003267974,7,0.022875817,0,0
196145.txt,P2,SPA,medium,270,11,22,0.081481481,1,0.003703704,0,0,9,0.033333333,0,0
197130.txt,P5,SPA,high,347,22,24,0.069164265,14,0.040345821,3,0.008645533,9,0.025936599,0,0
197192.txt,P1,SPA,high,310,13,15,0.048387097,17,0.05483871,6,0.019354839,6,0.019354839,1,0.003225806
201516.txt,P4,SPA,low,171,7,15,0.087719298,0,0,0,0,11,0.064327485,0,0
203797.txt,P8,SPA,medium,316,14,16,0.050632911,4,0.012658228,0,0,10,0.03164557,1,0.003164557
204655.txt,P2,SPA,high,293,15,11,0.037542662,10,0.034129693,7,0.023890785,2,0.006825939,4,0.013651877
210440.txt,P6,SPA,medium,316,11,13,0.041139241,16,0.050632911,3,0.009493671,10,0.03164557,0,0
211892.txt,P1,SPA,medium,240,11,4,0.016666667,6,0.025,1,0.004166667,2,0.008333333,0,0
213629.txt,P4,SPA,medium,447,15,30,0.067114094,11,0.024608501,1,0.002237136,27,0.060402685,0,0
216219.txt,P5,SPA,low,240,8,13,0.054166667,7,0.029166667,0,0,6,0.025,1,0.004166667
218533.txt,P7,SPA,high,433,22,10,0.023094688,11,0.025404157,0,0,12,0.027713626,1,0.002309469
220304.txt,P8,SPA,medium,329,11,10,0.030395137,12,0.036474164,1,0.003039514,13,0.039513678,0,0
221057.txt,P1,SPA,medium,308,7,7,0.022727273,16,0.051948052,2,0.006493506,9,0.029220779,3,0.00974026
225183.txt,P4,SPA,high,365,19,18,0.049315068,4,0.010958904,0,0,9,0.024657534,0,0
228843.txt,P5,SPA,medium,262,13,9,0.034351145,6,0.022900763,3,0.011450382,8,0.030534351,0,0
230059.txt,P5,SPA,high,246,13,10,0.040650407,5,0.020325203,1,0.004065041,6,0.024390244,0,0
230181.txt,P2,SPA,medium,407,18,8,0.01965602,7,0.017199017,1,0.002457002,10,0.024570025,0,0
238028.txt,P2,SPA,high,301,18,12,0.03986711,13,0.043189369,1,0.003322259,8,0.026578073,0,0
238442.txt,P6,SPA,high,404,17,20,0.04950495,12,0.02970297,5,0.012376238,7,0.017326733,5,0.012376238
238640.txt,P1,SPA,medium,344,20,19,0.055232558,9,0.026162791,4,0.011627907,14,0.040697674,0,0
239458.txt,P7,SPA,medium,314,16,10,0.031847134,8,0.025477707,0,0,13,0.041401274,1,0.003184713
241041.txt,P3,SPA,medium,337,15,15,0.044510386,6,0.017804154,0,0,14,0.041543027,0,0
243572.txt,P4,SPA,medium,316,12,17,0.053797468,8,0.025316456,1,0.003164557,9,0.028481013,0,0
245196.txt,P8,SPA,medium,261,7,11,0.042145594,5,0.019157088,0,0,13,0.049808429,2,0.007662835
245244.txt,P3,SPA,medium,300,13,7,0.023333333,6,0.02,0,0,11,0.036666667,2,0.006666667
247673.txt,P6,SPA,low,322,8,15,0.046583851,17,0.052795031,7,0.02173913,6,0.01863354,0,0
248298.txt,P7,SPA,medium,311,11,22,0.07073955,1,0.003215434,1,0.003215434,8,0.025723473,0,0
249357.txt,P7,SPA,medium,321,10,18,0.056074766,11,0.034267913,1,0.003115265,18,0.056074766,0,0
252942.txt,P7,SPA,medium,292,14,14,0.047945205,5,0.017123288,1,0.003424658,4,0.01369863,3,0.010273973
253215.txt,P2,SPA,medium,310,27,22,0.070967742,6,0.019354839,1,0.003225806,4,0.012903226,0,0
258020.txt,P8,SPA,medium,291,11,17,0.058419244,5,0.017182131,0,0,10,0.034364261,1,0.003436426
261285.txt,P4,SPA,medium,357,8,32,0.089635854,4,0.011204482,0,0,15,0.042016807,2,0.005602241
261326.txt,P6,SPA,medium,433,16,19,0.043879908,19,0.043879908,0,0,9,0.020785219,0,0
265071.txt,P8,SPA,medium,324,24,13,0.040123457,4,0.012345679,0,0,2,0.00617284,2,0.00617284
268450.txt,P6,SPA,high,390,11,17,0.043589744,16,0.041025641,3,0.007692308,7,0.017948718,0,0
269129.txt,P5,SPA,medium,230,13,5,0.02173913,5,0.02173913,1,0.004347826,7,0.030434783,1,0.004347826
269739.txt,P4,SPA,medium,336,19,12,0.035714286,12,0.035714286,2,0.005952381,9,0.026785714,0,0
270174.txt,P6,SPA,high,325,14,12,0.036923077,13,0.04,1,0.003076923,5,0.015384615,0,0
272533.txt,P2,SPA,medium,318,13,11,0.034591195,8,0.025157233,0,0,12,0.037735849,1,0.003144654
277527.txt,P1,SPA,high,400,22,15,0.0375,15,0.0375,4,0.01,10,0.025,0,0
280564.txt,P6,SPA,high,372,21,13,0.034946237,12,0.032258065,0,0,2,0.005376344,1,0.002688172
282249.txt,P5,SPA,medium,275,14,19,0.069090909,1,0.003636364,1,0.003636364,18,0.065454545,2,0.007272727
286465.txt,P8,SPA,medium,343,18,17,0.049562682,3,0.008746356,1,0.002915452,3,0.008746356,0,0
286942.txt,P4,SPA,medium,342,19,15,0.043859649,12,0.035087719,0,0,3,0.00877193,0,0
288101.txt,P6,SPA,medium,307,8,15,0.048859935,16,0.052117264,0,0,11,0.035830619,0,0
290671.txt,P2,SPA,medium,281,18,8,0.028469751,8,0.028469751,3,0.010676157,8,0.028469751,3,0.010676157
291848.txt,P6,SPA,high,426,19,9,0.021126761,19,0.044600939,0,0,2,0.004694836,2,0.004694836
292890.txt,P5,SPA,high,392,27,18,0.045918367,13,0.033163265,0,0,8,0.020408163,0,0
295607.txt,P8,SPA,high,291,12,6,0.020618557,20,0.068728522,0,0,9,0.030927835,2,0.006872852
298202.txt,P2,SPA,high,342,16,6,0.01754386,9,0.026315789,0,0,11,0.032163743,0,0
299503.txt,P8,SPA,medium,296,7,11,0.037162162,11,0.037162162,0,0,4,0.013513514,0,0
302096.txt,P3,SPA,medium,244,8,11,0.045081967,4,0.016393443,1,0.004098361,2,0.008196721,3,0.012295082
303946.txt,P8,SPA,medium,304,12,6,0.019736842,14,0.046052632,1,0.003289474,11,0.036184211,0,0
304012.txt,P4,SPA,medium,320,10,37,0.115625,5,0.015625,0,0,15,0.046875,1,0.003125
306204.txt,P7,SPA,medium,340,10,20,0.058823529,5,0.014705882,0,0,6,0.017647059,3,0.008823529
308627.txt,P2,SPA,medium,305,12,32,0.104918033,6,0.019672131,0,0,8,0.026229508,0,0
308728.txt,P6,SPA,medium,393,24,19,0.048346056,19,0.048346056,0,0,3,0.007633588,2,0.005089059
309020.txt,P4,SPA,high,434,16,17,0.039170507,11,0.025345622,0,0,15,0.034562212,1,0.002304147
310537.txt,P2,SPA,high,560,17,22,0.039285714,12,0.021428571,0,0,19,0.033928571,1,0.001785714
311318.txt,P3,SPA,high,329,11,33,0.100303951,3,0.009118541,0,0,12,0.036474164,0,0
313492.txt,P1,SPA,medium,411,16,13,0.03163017,4,0.00973236,0,0,7,0.01703163,0,0
314201.txt,P2,SPA,high,328,17,20,0.06097561,6,0.018292683,1,0.00304878,6,0.018292683,2,0.006097561
315619.txt,P4,SPA,medium,338,18,15,0.044378698,13,0.038461538,2,0.00591716,11,0.032544379,0,0
316216.txt,P1,SPA,high,327,14,11,0.033639144,6,0.018348624,5,0.01529052,8,0.024464832,0,0
317001.txt,P2,SPA,medium,341,20,4,0.011730205,6,0.017595308,0,0,10,0.029325513,0,0
317132.txt,P1,SPA,high,372,18,17,0.045698925,11,0.029569892,2,0.005376344,6,0.016129032,2,0.005376344
319026.txt,P2,SPA,medium,267,11,14,0.052434457,6,0.02247191,0,0,5,0.018726592,1,0.003745318
320506.txt,P7,SPA,high,352,23,13,0.036931818,11,0.03125,2,0.005681818,6,0.017045455,1,0.002840909
322818.txt,P8,SPA,medium,332,14,11,0.03313253,10,0.030120482,1,0.003012048,9,0.027108434,0,0
325605.txt,P5,SPA,medium,299,11,16,0.053511706,6,0.02006689,2,0.006688963,10,0.033444816,0,0
326209.txt,P4,SPA,high,554,22,32,0.057761733,13,0.023465704,4,0.007220217,12,0.02166065,0,0
326662.txt,P6,SPA,high,338,16,25,0.073964497,13,0.038461538,2,0.00591716,10,0.029585799,0,0
327355.txt,P6,SPA,medium,347,13,13,0.037463977,16,0.04610951,1,0.002881844,6,0.017291066,0,0
327590.txt,P7,SPA,high,309,12,23,0.074433657,9,0.029126214,0,0,9,0.029126214,1,0.003236246
328972.txt,P6,SPA,medium,265,10,13,0.049056604,13,0.049056604,0,0,10,0.037735849,0,0
329089.txt,P5,SPA,high,432,21,28,0.064814815,12,0.027777778,2,0.00462963,12,0.027777778,0,0
333208.txt,P6,SPA,medium,250,11,6,0.024,8,0.032,1,0.004,7,0.028,0,0
333391.txt,P8,SPA,high,307,16,6,0.019543974,9,0.029315961,0,0,6,0.019543974,0,0
338900.txt,P2,SPA,low,297,11,13,0.043771044,8,0.026936027,0,0,19,0.063973064,1,0.003367003
340944.txt,P8,SPA,medium,324,11,11,0.033950617,4,0.012345679,0,0,12,0.037037037,0,0
343455.txt,P5,SPA,medium,377,19,26,0.068965517,6,0.015915119,1,0.00265252,17,0.045092838,0,0
345960.txt,P4,SPA,high,255,13,12,0.047058824,8,0.031372549,0,0,8,0.031372549,0,0
347124.txt,P4,SPA,high,333,12,24,0.072072072,4,0.012012012,2,0.006006006,9,0.027027027,1,0.003003003
349573.txt,P6,SPA,medium,292,8,18,0.061643836,11,0.037671233,0,0,6,0.020547945,1,0.003424658
351232.txt,P7,SPA,low,243,13,15,0.061728395,4,0.016460905,1,0.004115226,7,0.028806584,0,0
351246.txt,P8,SPA,high,373,16,8,0.021447721,12,0.032171582,2,0.00536193,7,0.018766756,0,0
353505.txt,P5,SPA,medium,315,11,25,0.079365079,4,0.012698413,0,0,17,0.053968254,0,0
354202.txt,P6,SPA,high,338,13,6,0.017751479,17,0.050295858,0,0,8,0.023668639,0,0
355513.txt,P5,SPA,medium,397,21,19,0.047858942,10,0.025188917,1,0.002518892,11,0.027707809,1,0.002518892
357226.txt,P4,SPA,high,306,15,16,0.052287582,7,0.022875817,0,0,5,0.016339869,0,0
358198.txt,P1,SPA,medium,290,12,9,0.031034483,9,0.031034483,5,0.017241379,9,0.031034483,1,0.003448276
360807.txt,P1,SPA,medium,291,15,11,0.037800687,9,0.030927835,6,0.020618557,6,0.020618557,0,0
361406.txt,P7,SPA,medium,319,16,4,0.012539185,8,0.02507837,0,0,9,0.028213166,1,0.003134796
362621.txt,P4,SPA,high,421,14,22,0.052256532,8,0.019002375,6,0.014251781,12,0.028503563,0,0
365442.txt,P8,SPA,medium,299,11,12,0.040133779,10,0.033444816,3,0.010033445,9,0.030100334,0,0
367037.txt,P8,SPA,medium,313,14,5,0.015974441,3,0.009584665,1,0.003194888,8,0.025559105,0,0
367918.txt,P1,SPA,medium,264,7,10,0.037878788,8,0.03030303,6,0.022727273,10,0.037878788,0,0
371975.txt,P2,SPA,medium,321,15,9,0.028037383,4,0.012461059,0,0,5,0.015576324,0,0
376233.txt,P1,SPA,high,388,9,16,0.041237113,18,0.046391753,2,0.005154639,13,0.033505155,0,0
379297.txt,P7,SPA,high,269,19,6,0.022304833,11,0.040892193,1,0.003717472,10,0.037174721,0,0
379482.txt,P5,SPA,medium,263,16,6,0.022813688,11,0.041825095,3,0.011406844,7,0.02661597,1,0.003802281
379594.txt,P4,SPA,medium,373,11,29,0.077747989,3,0.008042895,0,0,11,0.029490617,0,0
379801.txt,P6,SPA,high,398,17,12,0.030150754,14,0.035175879,2,0.005025126,5,0.012562814,0,0
380162.txt,P7,SPA,low,151,7,7,0.046357616,5,0.033112583,0,0,13,0.086092715,1,0.006622517
380524.txt,P2,SPA,high,704,21,23,0.032670455,13,0.018465909,4,0.005681818,21,0.029829545,2,0.002840909
382685.txt,P6,SPA,medium,259,8,18,0.069498069,10,0.038610039,0,0,7,0.027027027,0,0
383219.txt,P2,SPA,high,420,15,18,0.042857143,10,0.023809524,2,0.004761905,12,0.028571429,0,0
391698.txt,P2,SPA,medium,269,11,18,0.066914498,4,0.014869888,0,0,5,0.018587361,0,0
391707.txt,P5,SPA,medium,338,16,23,0.068047337,13,0.038461538,0,0,13,0.038461538,0,0
393152.txt,P5,SPA,medium,331,14,24,0.072507553,13,0.039274924,1,0.003021148,11,0.033232628,1,0.003021148
394318.txt,P4,SPA,medium,405,9,31,0.07654321,12,0.02962963,1,0.002469136,23,0.056790123,0,0
394815.txt,P6,SPA,high,387,13,19,0.049095607,14,0.036175711,0,0,4,0.010335917,0,0
396589.txt,P8,SPA,medium,326,14,16,0.049079755,7,0.021472393,0,0,8,0.024539877,1,0.003067485
398173.txt,P2,SPA,high,295,15,17,0.057627119,1,0.003389831,0,0,6,0.020338983,0,0
399603.txt,P7,SPA,medium,454,17,15,0.033039648,17,0.037444934,1,0.002202643,15,0.033039648,1,0.002202643
402483.txt,P7,SPA,low,178,6,23,0.129213483,1,0.005617978,1,0.005617978,2,0.011235955,0,0
404698.txt,P4,SPA,low,301,4,22,0.073089701,7,0.023255814,2,0.006644518,17,0.056478405,0,0
407820.txt,P2,SPA,low,246,12,7,0.028455285,5,0.020325203,0,0,1,0.004065041,1,0.004065041
409695.txt,P5,SPA,medium,253,15,12,0.04743083,5,0.019762846,1,0.003952569,10,0.039525692,1,0.003952569
412083.txt,P7,SPA,medium,309,17,17,0.055016181,11,0.035598706,0,0,10,0.03236246,1,0.003236246
412357.txt,P1,SPA,high,340,13,9,0.026470588,4,0.011764706,7,0.020588235,16,0.047058824,1,0.002941176
414228.txt,P6,SPA,high,661,13,30,0.045385779,26,0.039334342,15,0.02269289,11,0.016641452,1,0.001512859
415688.txt,P2,SPA,low,269,6,19,0.07063197,1,0.003717472,0,0,4,0.014869888,0,0
416852.txt,P5,SPA,medium,297,16,27,0.090909091,7,0.023569024,0,0,4,0.013468013,0,0
420004.txt,P7,SPA,medium,294,23,23,0.078231293,3,0.010204082,0,0,0,0,0,0
421519.txt,P2,SPA,medium,309,10,16,0.051779935,8,0.025889968,2,0.006472492,15,0.048543689,0,0
423226.txt,P7,SPA,high,343,18,16,0.04664723,15,0.043731778,0,0,8,0.023323615,1,0.002915452
424431.txt,P8,SPA,high,337,14,8,0.023738872,17,0.050445104,0,0,10,0.029673591,0,0
427400.txt,P8,SPA,high,354,26,5,0.014124294,8,0.02259887,1,0.002824859,2,0.005649718,0,0
428307.txt,P1,SPA,medium,362,21,10,0.027624309,6,0.016574586,3,0.008287293,5,0.013812155,1,0.002762431
428776.txt,P1,SPA,medium,309,20,10,0.03236246,11,0.035598706,1,0.003236246,2,0.006472492,0,0
430691.txt,P1,SPA,high,365,17,18,0.049315068,11,0.030136986,2,0.005479452,10,0.02739726,1,0.002739726
431670.txt,P5,SPA,medium,303,17,20,0.066006601,7,0.02310231,2,0.00660066,6,0.01980198,3,0.00990099
434883.txt,P7,SPA,medium,378,12,15,0.03968254,7,0.018518519,0,0,17,0.044973545,4,0.010582011
437802.txt,P7,SPA,high,288,15,17,0.059027778,14,0.048611111,4,0.013888889,8,0.027777778,1,0.003472222
439975.txt,P8,SPA,medium,328,12,10,0.030487805,5,0.015243902,0,0,15,0.045731707,0,0
441637.txt,P1,SPA,high,329,12,15,0.045592705,10,0.030395137,1,0.003039514,7,0.021276596,0,0
441812.txt,P1,SPA,medium,334,15,5,0.01497006,20,0.05988024,4,0.011976048,3,0.008982036,0,0
441870.txt,P2,SPA,medium,353,15,17,0.04815864,11,0.031161473,0,0,16,0.045325779,0,0
445365.txt,P4,SPA,medium,288,7,19,0.065972222,6,0.020833333,2,0.006944444,8,0.027777778,0,0
445485.txt,P6,SPA,medium,374,9,34,0.090909091,13,0.034759358,0,0,8,0.021390374,0,0
451631.txt,P1,SPA,high,429,17,18,0.041958042,20,0.046620047,1,0.002331002,13,0.03030303,0,0
451953.txt,P4,SPA,high,338,14,13,0.038461538,8,0.023668639,1,0.00295858,9,0.026627219,3,0.00887574
452813.txt,P6,SPA,medium,311,10,9,0.028938907,12,0.038585209,0,0,8,0.025723473,0,0
454715.txt,P7,SPA,medium,394,14,30,0.076142132,8,0.020304569,0,0,7,0.017766497,0,0
454958.txt,P3,SPA,medium,227,11,11,0.04845815,4,0.017621145,0,0,6,0.026431718,0,0
455943.txt,P4,SPA,medium,337,18,22,0.065281899,7,0.020771513,1,0.002967359,11,0.03264095,0,0
