Filename,Prompt,Language,Score_Level,essay_len,num_sentence,the_count,the_freq,aan_count,aan_freq,one_count,one_freq,demo_sing_count,demo_sing_freq,demo_pl_count,demo_pl_freq
155456.txt,P6,ZHO,medium,314,19,23,0.073248408,6,0.01910828,2,0.006369427,6,0.01910828,0,0
156421.txt,P8,ZHO,low,173,6,4,0.023121387,1,0.005780347,3,0.01734104,8,0.046242775,0,0
156787.txt,P5,ZHO,high,425,24,37,0.087058824,6,0.014117647,2,0.004705882,6,0.014117647,4,0.009411765
159000.txt,P8,ZHO,medium,318,18,10,0.031446541,6,0.018867925,0,0,11,0.034591195,0,0
159928.txt,P3,ZHO,medium,308,16,17,0.055194805,5,0.016233766,0,0,6,0.019480519,1,0.003246753
161127.txt,P1,ZHO,high,347,20,14,0.040345821,3,0.008645533,1,0.002881844,5,0.014409222,1,0.002881844
162639.txt,P3,ZHO,high,376,20,12,0.031914894,2,0.005319149,1,0.002659574,16,0.042553191,2,0.005319149
164537.txt,P8,ZHO,high,463,23,16,0.034557235,6,0.012958963,1,0.002159827,12,0.025917927,0,0
166869.txt,P7,ZHO,medium,461,25,35,0.075921909,6,0.013015184,2,0.004338395,5,0.010845987,1,0.002169197
167685.txt,P2,ZHO,high,324,22,18,0.055555556,5,0.015432099,1,0.00308642,4,0.012345679,0,0
169720.txt,P6,ZHO,high,472,21,26,0.055084746,13,0.027542373,1,0.002118644,5,0.01059322,0,0
172746.txt,P5,ZHO,medium,351,16,21,0.05982906,6,0.017094017,1,0.002849003,7,0.01994302,1,0.002849003
173335.txt,P8,ZHO,medium,408,20,23,0.056372549,18,0.044117647,0,0,3,0.007352941,0,0
174779.txt,P6,ZHO,medium,230,12,9,0.039130435,10,0.043478261,0,0,9,0.039130435,0,0
177119.txt,P4,ZHO,medium,325,17,18,0.055384615,6,0.018461538,0,0,3,0.009230769,2,0.006153846
178549.txt,P5,ZHO,medium,329,22,17,0.051671733,3,0.009118541,0,0,6,0.018237082,3,0.009118541
178774.txt,P5,ZHO,medium,323,17,29,0.089783282,3,0.009287926,1,0.003095975,6,0.018575851,0,0
179145.txt,P2,ZHO,low,41,2,2,0.048780488,1,0.024390244,0,0,1,0.024390244,0,0
180798.txt,P5,ZHO,medium,425,16,28,0.065882353,13,0.030588235,0,0,12,0.028235294,0,0
181463.txt,P7,ZHO,medium,260,15,13,0.05,2,0.007692308,0,0,3,0.011538462,0,0
182475.txt,P5,ZHO,high,337,19,10,0.029673591,9,0.026706231,0,0,10,0.029673591,0,0
184501.txt,P8,ZHO,medium,351,15,25,0.071225071,3,0.008547009,0,0,3,0.008547009,1,0.002849003
187564.txt,P3,ZHO,high,401,13,15,0.037406484,3,0.007481297,0,0,12,0.029925187,8,0.019950125
188996.txt,P3,ZHO,medium,345,13,17,0.049275362,7,0.020289855,1,0.002898551,6,0.017391304,0,0
190711.txt,P6,ZHO,high,406,18,20,0.049261084,6,0.014778325,0,0,11,0.027093596,0,0
195811.txt,P3,ZHO,medium,313,16,13,0.041533546,7,0.022364217,1,0.003194888,7,0.022364217,0,0
195844.txt,P6,ZHO,medium,417,28,28,0.067146283,9,0.021582734,6,0.014388489,5,0.011990408,0,0
198024.txt,P3,ZHO,medium,282,18,12,0.042553191,2,0.007092199,0,0,8,0.028368794,1,0.003546099
198284.txt,P2,ZHO,medium,330,11,13,0.039393939,3,0.009090909,0,0,2,0.006060606,0,0
198874.txt,P5,ZHO,medium,306,16,17,0.055555556,4,0.013071895,1,0.003267974,5,0.016339869,0,0
199088.txt,P5,ZHO,high,450,25,24,0.053333333,8,0.017777778,2,0.004444444,8,0.017777778,0,0
201296.txt,P3,ZHO,high,315,15,12,0.038095238,3,0.00952381,0,0,8,0.025396825,0,0
203098.txt,P6,ZHO,high,396,23,15,0.037878788,15,0.037878788,5,0.012626263,15,0.037878788,0,0
205833.txt,P3,ZHO,high,392,26,12,0.030612245,10,0.025510204,0,0,7,0.017857143,0,0
209743.txt,P2,ZHO,high,342,17,26,0.076023392,3,0.00877193,0,0,2,0.005847953,0,0
214973.txt,P8,ZHO,low,399,25,13,0.032581454,13,0.032581454,2,0.005012531,4,0.010025063,0,0
215276.txt,P6,ZHO,low,209,11,14,0.066985646,6,0.028708134,2,0.009569378,3,0.014354067,0,0
216924.txt,P4,ZHO,medium,312,21,19,0.060897436,4,0.012820513,1,0.003205128,4,0.012820513,0,0
223449.txt,P2,ZHO,high,381,13,10,0.026246719,14,0.036745407,0,0,2,0.005249344,2,0.005249344
224123.txt,P4,ZHO,high,413,21,24,0.05811138,6,0.014527845,1,0.002421308,6,0.014527845,1,0.002421308
224597.txt,P7,ZHO,high,333,22,15,0.045045045,3,0.009009009,0,0,4,0.012012012,0,0
224749.txt,P7,ZHO,medium,214,15,13,0.060747664,3,0.014018692,0,0,1,0.004672897,0,0
225902.txt,P6,ZHO,medium,313,17,20,0.063897764,12,0.038338658,0,0,3,0.009584665,0,0
226985.txt,P2,ZHO,medium,279,11,19,0.068100358,1,0.003584229,0,0,2,0.007168459,0,0
230223.txt,P7,ZHO,medium,201,8,8,0.039800995,5,0.024875622,0,0,1,0.004975124,0,0
231403.txt,P7,ZHO,high,330,20,16,0.048484848,12,0.036363636,2,0.006060606,6,0.018181818,0,0
233980.txt,P7,ZHO,low,251,23,11,0.043824701,1,0.003984064,1,0.003984064,4,0.015936255,0,0
236812.txt,P7,ZHO,medium,323,17,22,0.068111455,3,0.009287926,0,0,7,0.021671827,0,0
238462.txt,P4,ZHO,medium,312,16,31,0.099358974,8,0.025641026,1,0.003205128,7,0.022435897,0,0
238829.txt,P1,ZHO,medium,362,25,10,0.027624309,4,0.011049724,10,0.027624309,4,0.011049724,0,0
239247.txt,P8,ZHO,medium,326,16,8,0.024539877,6,0.018404908,0,0,9,0.027607362,0,0
239365.txt,P7,ZHO,medium,308,20,15,0.048701299,3,0.00974026,1,0.003246753,2,0.006493506,1,0.003246753
241042.txt,P7,ZHO,high,327,17,41,0.125382263,8,0.024464832,0,0,6,0.018348624,0,0
241910.txt,P6,ZHO,medium,329,19,15,0.045592705,19,0.05775076,6,0.018237082,6,0.018237082,0,0
243351.txt,P4,ZHO,high,351,20,16,0.045584046,9,0.025641026,3,0.008547009,12,0.034188034,2,0.005698006
245509.txt,P1,ZHO,medium,330,17,7,0.021212121,8,0.024242424,5,0.015151515,6,0.018181818,1,0.003030303
245604.txt,P4,ZHO,medium,331,23,24,0.072507553,3,0.009063444,0,0,7,0.021148036,0,0
246049.txt,P8,ZHO,medium,280,18,17,0.060714286,4,0.014285714,2,0.007142857,5,0.017857143,3,0.010714286
253075.txt,P3,ZHO,medium,287,17,7,0.024390244,3,0.010452962,0,0,11,0.038327526,0,0
255499.txt,P1,ZHO,medium,348,14,22,0.063218391,14,0.040229885,2,0.005747126,7,0.020114943,1,0.002873563
255543.txt,P6,ZHO,medium,456,21,37,0.081140351,17,0.037280702,2,0.004385965,13,0.028508772,1,0.002192982
256147.txt,P7,ZHO,low,340,10,0,0,3,0.008823529,0,0,1,0.002941176,3,0.008823529
256875.txt,P6,ZHO,high,348,20,33,0.094827586,10,0.028735632,0,0,8,0.022988506,0,0
259334.txt,P2,ZHO,medium,241,18,7,0.029045643,7,0.029045643,2,0.008298755,2,0.008298755,0,0
265853.txt,P3,ZHO,high,341,18,13,0.038123167,10,0.029325513,0,0,6,0.017595308,2,0.005865103
268700.txt,P5,ZHO,medium,425,27,24,0.056470588,16,0.037647059,3,0.007058824,8,0.018823529,0,0
269477.txt,P2,ZHO,medium,321,19,15,0.046728972,5,0.015576324,0,0,4,0.012461059,0,0
270049.txt,P4,ZHO,high,341,17,17,0.049853372,10,0.029325513,0,0,7,0.020527859,1,0.002932551
272392.txt,P1,ZHO,medium,219,13,5,0.02283105,5,0.02283105,2,0.00913242,3,0.01369863,1,0.00456621
273992.txt,P7,ZHO,medium,362,18,17,0.046961326,9,0.024861878,1,0.002762431,8,0.022099448,0,0
274775.txt,P4,ZHO,medium,312,14,14,0.044871795,10,0.032051282,4,0.012820513,6,0.019230769,0,0
276813.txt,P2,ZHO,medium,318,24,14,0.044025157,4,0.012578616,0,0,7,0.022012579,1,0.003144654
279212.txt,P8,ZHO,high,305,22,12,0.039344262,5,0.016393443,0,0,3,0.009836066,0,0
279333.txt,P6,ZHO,medium,369,15,18,0.048780488,23,0.062330623,0,0,9,0.024390244,2,0.005420054
282050.txt,P6,ZHO,high,425,20,19,0.044705882,19,0.044705882,1,0.002352941,8,0.018823529,0,0
284285.txt,P1,ZHO,medium,303,19,11,0.03630363,4,0.01320132,6,0.01980198,4,0.01320132,0,0
286058.txt,P6,ZHO,medium,420,18,1,0.002380952,12,0.028571429,2,0.004761905,8,0.019047619,0,0
286693.txt,P8,ZHO,medium,225,10,9,0.04,1,0.004444444,1,0.004444444,3,0.013333333,0,0
286707.txt,P8,ZHO,medium,220,21,13,0.059090909,5,0.022727273,0,0,1,0.004545455,1,0.004545455
288526.txt,P2,ZHO,high,375,28,17,0.045333333,6,0.016,0,0,6,0.016,1,0.002666667
288593.txt,P4,ZHO,medium,224,15,17,0.075892857,2,0.008928571,1,0.004464286,3,0.013392857,0,0
288794.txt,P1,ZHO,medium,326,16,21,0.064417178,2,0.006134969,4,0.012269939,7,0.021472393,3,0.009202454
294274.txt,P2,ZHO,medium,301,16,24,0.079734219,3,0.009966777,0,0,5,0.016611296,1,0.003322259
297801.txt,P6,ZHO,medium,403,20,22,0.054590571,16,0.039702233,2,0.004962779,6,0.014888337,0,0
305227.txt,P1,ZHO,medium,343,22,9,0.026239067,13,0.037900875,1,0.002915452,12,0.034985423,1,0.002915452
311063.txt,P6,ZHO,low,258,23,2,0.007751938,15,0.058139535,0,0,2,0.007751938,0,0
319647.txt,P6,ZHO,high,428,20,12,0.028037383,21,0.049065421,1,0.002336449,6,0.014018692,2,0.004672897
319663.txt,P6,ZHO,high,286,17,17,0.059440559,12,0.041958042,1,0.003496503,5,0.017482517,0,0
321427.txt,P8,ZHO,medium,348,22,13,0.037356322,14,0.040229885,0,0,6,0.017241379,1,0.002873563
322593.txt,P8,ZHO,medium,396,23,9,0.022727273,9,0.022727273,3,0.007575758,8,0.02020202,0,0
324708.txt,P6,ZHO,high,357,19,9,0.025210084,12,0.033613445,2,0.005602241,8,0.022408964,0,0
325107.txt,P8,ZHO,medium,417,19,18,0.043165468,4,0.009592326,1,0.002398082,5,0.011990408,4,0.009592326
326005.txt,P1,ZHO,high,469,29,4,0.008528785,8,0.017057569,3,0.006396588,15,0.031982942,0,0
327395.txt,P2,ZHO,medium,406,23,7,0.017241379,6,0.014778325,1,0.002463054,5,0.012315271,2,0.004926108
328055.txt,P4,ZHO,medium,317,17,13,0.041009464,3,0.009463722,0,0,4,0.012618297,0,0
329446.txt,P6,ZHO,medium,300,17,18,0.06,6,0.02,1,0.003333333,5,0.016666667,0,0
331366.txt,P6,ZHO,medium,351,22,15,0.042735043,13,0.037037037,1,0.002849003,16,0.045584046,0,0
332739.txt,P5,ZHO,medium,382,25,25,0.065445026,7,0.018324607,0,0,11,0.028795812,0,0
334735.txt,P8,ZHO,medium,265,16,11,0.041509434,5,0.018867925,0,0,7,0.026415094,0,0
335928.txt,P4,ZHO,medium,275,16,8,0.029090909,1,0.003636364,0,0,7,0.025454545,4,0.014545455
336237.txt,P8,ZHO,medium,422,25,13,0.030805687,0,0,7,0.016587678,5,0.011848341,0,0
336738.txt,P4,ZHO,medium,239,16,19,0.079497908,3,0.012552301,0,0,5,0.020920502,5,0.020920502
336929.txt,P1,ZHO,medium,334,17,12,0.035928144,7,0.020958084,3,0.008982036,10,0.02994012,1,0.002994012
338048.txt,P1,ZHO,high,338,16,9,0.026627219,5,0.014792899,3,0.00887574,5,0.014792899,0,0
339490.txt,P7,ZHO,high,322,14,13,0.040372671,9,0.027950311,0,0,2,0.00621118,0,0
339615.txt,P8,ZHO,low,280,12,6,0.021428571,1,0.003571429,1,0.003571429,2,0.007142857,0,0
340980.txt,P4,ZHO,medium,320,13,20,0.0625,4,0.0125,1,0.003125,9,0.028125,3,0.009375
342133.txt,P8,ZHO,low,310,26,26,0.083870968,6,0.019354839,0,0,1,0.003225806,0,0
347830.txt,P2,ZHO,medium,188,8,15,0.079787234,2,0.010638298,0,0,4,0.021276596,1,0.005319149
352464.txt,P4,ZHO,medium,305,17,33,0.108196721,2,0.006557377,0,0,1,0.003278689,0,0
353004.txt,P8,ZHO,medium,341,22,23,0.06744868,2,0.005865103,0,0,5,0.014662757,1,0.002932551
358008.txt,P8,ZHO,medium,304,16,10,0.032894737,12,0.039473684,0,0,5,0.016447368,1,0.003289474
359895.txt,P7,ZHO,medium,401,15,33,0.082294264,7,0.017456359,0,0,12,0.029925187,0,0
363617.txt,P5,ZHO,high,377,21,33,0.087533156,3,0.00795756,1,0.00265252,3,0.00795756,1,0.00265252
364007.txt,P2,ZHO,medium,258,18,11,0.042635659,3,0.011627907,1,0.003875969,3,0.011627907,1,0.003875969
366442.txt,P8,ZHO,medium,287,11,8,0.027874564,4,0.013937282,1,0.003484321,4,0.013937282,0,0
371190.txt,P6,ZHO,low,288,11,10,0.034722222,13,0.045138889,1,0.003472222,1,0.003472222,0,0
371949.txt,P2,ZHO,low,58,2,0,0,0,0,0,0,1,0.017241379,0,0
374649.txt,P4,ZHO,medium,354,15,29,0.081920904,6,0.016949153,1,0.002824859,7,0.019774011,0,0
375388.txt,P3,ZHO,medium,295,16,20,0.06779661,6,0.020338983,0,0,6,0.020338983,2,0.006779661
377202.txt,P8,ZHO,low,312,22,13,0.041666667,3,0.009615385,1,0.003205128,4,0.012820513,0,0
378471.txt,P3,ZHO,medium,354,27,11,0.031073446,13,0.036723164,5,0.014124294,4,0.011299435,1,0.002824859
379257.txt,P7,ZHO,medium,423,19,20,0.047281324,8,0.01891253,0,0,3,0.007092199,0,0
382123.txt,P1,ZHO,high,314,14,14,0.044585987,5,0.015923567,4,0.012738854,7,0.022292994,2,0.006369427
384115.txt,P5,ZHO,low,210,22,8,0.038095238,13,0.061904762,0,0,0,0,0,0
387286.txt,P8,ZHO,medium,332,19,17,0.051204819,5,0.015060241,0,0,4,0.012048193,0,0
395048.txt,P5,ZHO,medium,287,17,15,0.052264808,7,0.024390244,0,0,2,0.006968641,0,0
397946.txt,P1,ZHO,medium,306,22,9,0.029411765,4,0.013071895,3,0.009803922,3,0.009803922,0,0
399980.txt,P7,ZHO,medium,337,12,14,0.041543027,4,0.011869436,0,0,6,0.017804154,1,0.002967359
402915.txt,P1,ZHO,medium,301,20,17,0.056478405,4,0.013289037,7,0.023255814,3,0.009966777,0,0
404786.txt,P1,ZHO,medium,291,14,13,0.04467354,16,0.054982818,2,0.006872852,5,0.017182131,0,0
405403.txt,P6,ZHO,medium,356,20,13,0.036516854,16,0.04494382,3,0.008426966,7,0.019662921,0,0
406887.txt,P5,ZHO,high,398,17,19,0.047738693,9,0.022613065,0,0,12,0.030150754,2,0.005025126
414297.txt,P6,ZHO,high,424,28,13,0.030660377,13,0.030660377,0,0,4,0.009433962,0,0
416310.txt,P2,ZHO,high,306,17,10,0.032679739,7,0.022875817,0,0,3,0.009803922,1,0.003267974
418195.txt,P4,ZHO,high,324,16,16,0.049382716,10,0.030864198,1,0.00308642,3,0.009259259,1,0.00308642
419804.txt,P4,ZHO,medium,332,14,19,0.057228916,10,0.030120482,2,0.006024096,3,0.009036145,1,0.003012048
420620.txt,P5,ZHO,high,297,18,11,0.037037037,5,0.016835017,2,0.006734007,3,0.01010101,0,0
421511.txt,P4,ZHO,medium,296,15,25,0.084459459,4,0.013513514,0,0,6,0.02027027,0,0
422200.txt,P1,ZHO,high,359,20,14,0.038997214,6,0.016713092,2,0.005571031,7,0.019498607,3,0.008356546
422921.txt,P5,ZHO,high,379,17,13,0.034300792,7,0.018469657,1,0.002638522,5,0.013192612,3,0.007915567
424464.txt,P2,ZHO,medium,325,21,11,0.033846154,12,0.036923077,0,0,8,0.024615385,2,0.006153846
428625.txt,P2,ZHO,medium,311,15,21,0.067524116,4,0.012861736,1,0.003215434,5,0.01607717,1,0.003215434
429762.txt,P6,ZHO,high,342,20,20,0.058479532,12,0.035087719,1,0.002923977,6,0.01754386,0,0
432334.txt,P1,ZHO,low,195,13,4,0.020512821,2,0.01025641,1,0.005128205,2,0.01025641,0,0
432685.txt,P6,ZHO,high,396,18,15,0.037878788,17,0.042929293,1,0.002525253,5,0.012626263,0,0
432857.txt,P8,ZHO,high,407,25,17,0.041769042,5,0.012285012,2,0.004914005,5,0.012285012,0,0
437953.txt,P7,ZHO,medium,379,20,14,0.036939314,10,0.026385224,2,0.005277045,17,0.044854881,0,0
438842.txt,P6,ZHO,high,371,17,25,0.067385445,14,0.037735849,1,0.002695418,10,0.026954178,0,0
443391.txt,P3,ZHO,medium,325,16,12,0.036923077,3,0.009230769,0,0,8,0.024615385,0,0
448743.txt,P5,ZHO,medium,247,13,16,0.064777328,2,0.008097166,0,0,6,0.024291498,0,0
448970.txt,P4,ZHO,medium,267,21,18,0.06741573,3,0.011235955,1,0.003745318,2,0.007490637,0,0
449207.txt,P3,ZHO,high,439,20,17,0.038724374,15,0.034168565,0,0,4,0.009111617,1,0.002277904
449267.txt,P3,ZHO,low,241,15,4,0.01659751,3,0.012448133,2,0.008298755,8,0.033195021,0,0
450359.txt,P3,ZHO,low,175,8,4,0.022857143,0,0,0,0,3,0.017142857,0,0
451067.txt,P2,ZHO,high,237,16,16,0.067510549,4,0.016877637,3,0.012658228,5,0.021097046,0,0
455070.txt,P5,ZHO,medium,464,19,31,0.066810345,10,0.021551724,1,0.002155172,8,0.017241379,3,0.006465517
455248.txt,P1,ZHO,medium,288,15,12,0.041666667,4,0.013888889,2,0.006944444,3,0.010416667,1,0.003472222
455631.txt,P3,ZHO,medium,356,21,10,0.028089888,6,0.016853933,0,0,5,0.014044944,1,0.002808989
